quelle_strang,handle,url,plattform,nische_cluster,unter_nische,land_sprache,account_alter_oder_start,erstes_sichtbares_posting,start_datenqualitaet,follower_heute,follower_heute_datum,follower_heute_dq,follower_vor_30d,follower_vor_60d,follower_vor_90d,follower_vor_120d,follower_historie_quelle,follower_historie_dq,posts,posts_dq,posts_pro_woche,median_reel_views,median_dq,top_reel_url,top_reel_views,top_reel_datum,top5_reels,top_reels_dq,anzahl_reels_ueber_1m_bekannt,engagement_hinweis,ai_status,ai_beleg,ai_tools,klasse,emerging_outlier,affiliate_oder_monetarisierung_sichtbar,link_in_bio,quelle_urls,pruefdatum,notizen
DE,@yuniormkt,https://www.youtube.com/@yuniormkt,YouTube Shorts,KI-Storytelling/Horror,KI-Horror-Szenen (blasse Wesen im Wald) – mehrsprachig,DE + EN + RU (mehrsprachig); Land US,Kanal angelegt 2012-10-01 (umgewidmet),2025-11-16,THIRD-PARTY OBSERVED (NexLev),83800,2026-09-26,VERIFIED (YouTube About),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,103,VERIFIED,"ca. 2,3 (ESTIMATED)",389000,THIRD-PARTY OBSERVED (NexLev),https://www.youtube.com/shorts/kjMCBPUJ_EM,164000000,UNKNOWN,Pale figures descended... (EN) 164M | Blasse Wesen bewegten sich... (DE) 28M | Something pale descends (EN) 19M | Zwischen den Bäumen stiegen blasse Wesen (DE) 11M | Am Waldhang bewegten sich blasse Wesen (DE) 5.3M,THIRD-PARTY OBSERVED (NexLev),>=6,"Gesamtviews 261,2 Mio.",VERIFIED,"About: 'Creating viral AI content. Visual scenes, experiments, AI videos.'",UNKNOWN,Mid (50-100K),"ja (Top-Short 164M, <12 Monate)",nein,keine,https://www.youtube.com/@yuniormkt/about ; NexLev search_shorts_niche_finder_channels (Abruf 2026-09-26),2026-09-26,"Beleg für Übersetzungs-Arbitrage: gleiches Motiv in EN/DE/RU; DE-Versionen 28M/11M/5,3M."
DE,@AICreatura-life,https://www.youtube.com/@AICreatura-life,YouTube Shorts,KI-Babys/Charaktere,KI-Babys im Fußball-/Alltagskontext ('Baby macht den Flitzer im Stadion'),DE; Land DE,Kanal angelegt 2009-07-14 (umgewidmet),2025-12-02,THIRD-PARTY OBSERVED (NexLev),18600,2026-09-26,VERIFIED (YouTube About),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,57,VERIFIED,"ca. 1,3 (ESTIMATED)",32000,THIRD-PARTY OBSERVED (NexLev),https://www.youtube.com/shorts/uGQrDyRkaXc,18000000,UNKNOWN,Baby macht den Flitzer im Stadion 18M | Baby Trainer rastet aus 3.7M | Baby bekommt Gruß von oben 3.3M | Mitternachtsabenteuer: Baby gibt Konzert 1.3M | Baby geschockt 1.1M,THIRD-PARTY OBSERVED (NexLev),>=6,Median 32K vs. Top 18M -> Hit-getrieben,VERIFIED,Handle 'AICreatura'; Kanal-Keywords 'AI',UNKNOWN,Small (<25K),"ja (Einzel-Outlier 18M bei 18,6K Abos)",nein,keine,https://www.youtube.com/@AICreatura-life/about ; NexLev search_shorts_niche_finder_channels (Abruf 2026-09-26),2026-09-26,Einziger gefundener DE-KI-Baby-Kanal; NexLev-Flag isAIContent=false trotz AI-Handle.
DE,@TomsZeitreisen,https://www.youtube.com/@TomsZeitreisen,"YouTube (Long-Form, teils Shorts)",KI-Geschichte/Zeitreise/POV,'Ein Tag als Bauer im Jahr 1250' – KI-Zeitreise-Dokus,DE; Land CH,Kanal angelegt 2026-01-26,2026-01 (Beitritt; ESTIMATED),VERIFIED (YouTube About: Beitrittsdatum),46300,2026-09-26,"VERIFIED (YouTube About, gerundet)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,38,VERIFIED,"ca. 1,1 (ESTIMATED)",UNKNOWN,UNKNOWN,https://www.youtube.com/watch?v=kxS5V4jNMts,387266,2026-03-01,UNKNOWN,THIRD-PARTY OBSERVED (NexLev faceless_outliers_videos),UNKNOWN,Gesamtviews 3.401.334 (YouTube About),VERIFIED,"About: 'reisen wir mithilfe von künstlicher Intelligenz, historischen Quellen...'",UNKNOWN,Mid (25-100K),ja (46K in 8 Monaten),"ja: PayPal-Spende, Ko-fi, eigene Website toms-zeitreisen.de",toms-zeitreisen.de ; instagram.com/tomszeitreisen ; ko-fi.com/tomszeitreisen,"https://www.youtube.com/@TomsZeitreisen/about ; NexLev faceless_outliers_videos (languages=german, isAiContent=true, Abruf 2026-09-26)",2026-09-26,"Instagram-Account verlinkt (@tomszeitreisen), Followerzahl nicht öffentlich abrufbar (Login-Wall). TikTok @tomszeitreisen = 549 Follower, Bio französisch -> vermutlich fremdes Profil."
DE,@zeitlabofc (ZeitLab),https://www.youtube.com/@zeitlabofc,"YouTube (Long-Form, teils Shorts)",KI-Geschichte/Städte früher,"KI-Rekonstruktionen (Berlin um 1900, Germanen, Auschwitz 1942)",DE; Kanal-Land Brasilien,Kanal angelegt 2026-03-25,2026-03/04 (ESTIMATED),VERIFIED (YouTube About: Beitrittsdatum),10500,2026-09-26,"VERIFIED (YouTube About, gerundet)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,55,VERIFIED,"ca. 2,1 (ESTIMATED)",UNKNOWN,UNKNOWN,https://www.youtube.com/watch?v=7pCDpezQrEY,349085,2026-04-19,UNKNOWN,THIRD-PARTY OBSERVED (NexLev faceless_outliers_videos),UNKNOWN,Gesamtviews 1.291.948 (YouTube About),VERIFIED,Titel '(KI-Rekonstruktion)'; Beschreibung 'Wir nutzen Technologie...',UNKNOWN,Small (<25K),ja (Outlier-Score ~15),nein,keine,"https://www.youtube.com/@zeitlabofc/about ; NexLev faceless_outliers_videos (languages=german, isAiContent=true, Abruf 2026-09-26)",2026-09-26,Betreiber-Land Brasilien -> ausländischer Operator bedient DE-Markt (Arbitrage-Beleg). Auschwitz-Thema = hohes Reputationsrisiko.
DE,@geschichte.lebt1 (Geschichte. Lebt.),https://www.youtube.com/@geschichte.lebt1,"YouTube (Long-Form, teils Shorts)",KI-Geschichte/Städte früher,"'Die gesamte Geschichte Berlins in 12 Minuten', 'Pompeji (KI-Rekonstruktion)'",DE; Land DE,Kanal angelegt 2026-02-06,2026-02 (ESTIMATED),VERIFIED (YouTube About: Beitrittsdatum),15900,2026-09-26,"VERIFIED (YouTube About, gerundet)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,47,VERIFIED,"ca. 1,4 (ESTIMATED)",UNKNOWN,UNKNOWN,https://www.youtube.com/watch?v=-agxZc-RUSQ,249946,2026-04-01,UNKNOWN,THIRD-PARTY OBSERVED (NexLev faceless_outliers_videos),UNKNOWN,Gesamtviews 3.783.321 (YouTube About),VERIFIED,About: 'Mit moderner KI-Technologie rekonstruieren wir historische Szenen',UNKNOWN,Small (<25K),ja (<8 Monate),nein,keine,"https://www.youtube.com/@geschichte.lebt1/about ; NexLev faceless_outliers_videos (languages=german, isAiContent=true, Abruf 2026-09-26)",2026-09-26,TikTok @geschichte.lebt (19 Follower) – Zuordnung unklar.
DE,@ZeitspringerDE,https://www.youtube.com/@ZeitspringerDE,"YouTube (Long-Form, teils Shorts)",KI-Geschichte/Städte früher,'Rundgang durch Berlin 1709 (K.I. Rekonstruktion)',DE,Kanal angelegt 2026-04-08,2026-04 (ESTIMATED),VERIFIED (YouTube About: Beitrittsdatum),29600,2026-09-26,"VERIFIED (YouTube About, gerundet)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,90,VERIFIED,"ca. 3,7 (ESTIMATED)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Gesamtviews 3.079.951 (YouTube About),VERIFIED,Videotitel '(K.I. Rekonstruktion)' (YouTube oEmbed),UNKNOWN,Mid (25-100K),"ja (29,6K in <6 Monaten)",nein (nur Kontakt-Mail),kontakt@zeitspringer.info,"https://www.youtube.com/@ZeitspringerDE/about ; NexLev faceless_outliers_videos (languages=german, isAiContent=true, Abruf 2026-09-26)",2026-09-26,Kanal via WebSearch-Treffer 'Rundgang durch Berlin 1709'.
DE,@Zeitbilder1 (ZEITBILDER),https://www.youtube.com/@Zeitbilder1,"YouTube (Long-Form, teils Shorts)",KI-Städte früher/heute,Historische Fotos 19. Jh. animiert ('Hamburg – 1890 | KI-Rekonstruktion'),DE; Land DE,Kanal angelegt 2025-12-28,2026-01 (ESTIMATED),VERIFIED (YouTube About: Beitrittsdatum),4840,2026-09-26,"VERIFIED (YouTube About, gerundet)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,6,VERIFIED,<1 (ESTIMATED),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Gesamtviews 372.122 (YouTube About),VERIFIED,About: 'Mit Hilfe moderner künstlicher Intelligenz verwandeln wir originale Bilder ... insbesondere aus Deutschland',UNKNOWN,Small (<5K),nein (zu wenig Output),nein,keine,"https://www.youtube.com/@Zeitbilder1/about ; NexLev faceless_outliers_videos (languages=german, isAiContent=true, Abruf 2026-09-26)",2026-09-26,"Nur 6 Videos, aber ~62K Views/Video -> Nachfrage > Angebot."
DE,@PretimeHistory (Pretime),https://www.youtube.com/@PretimeHistory,"YouTube (Long-Form, teils Shorts)",KI-Städte früher/heute,Vergangene Städte/Gebäude KI-animiert (Berghof-Rekonstruktion),DE; Land DE,Kanal angelegt 2019-01-14,UNKNOWN,VERIFIED (YouTube About: Beitrittsdatum),2050,2026-09-26,"VERIFIED (YouTube About, gerundet)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,33,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,https://www.youtube.com/watch?v=f6JEq_9vDc4,137351,2026-04-27,UNKNOWN,THIRD-PARTY OBSERVED (NexLev faceless_outliers_videos),UNKNOWN,Gesamtviews 313.646 (YouTube About),VERIFIED,About: 'mit moderner Technologie und KI-Animation neu interpretiert',UNKNOWN,Small (<5K),nein,nein,keine,"https://www.youtube.com/@PretimeHistory/about ; NexLev faceless_outliers_videos (languages=german, isAiContent=true, Abruf 2026-09-26)",2026-09-26,NS-Bauten-Thema = Reputationsrisiko.
DE,@chronoshistory (CHRONOS-MEDIA History),https://www.youtube.com/@chronoshistory,"YouTube (Long-Form, teils Shorts)",KI-Städte früher/heute (Archiv + KI-Restaurierung),'Berlin zur Kaiserzeit | Film mit KI restauriert',DE/EN; Land DE,Kanal angelegt 2009-10-28,UNKNOWN,VERIFIED (YouTube About: Beitrittsdatum),117000,2026-09-26,"VERIFIED (YouTube About, gerundet)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,388,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Gesamtviews 194.812.874 (YouTube About),"VERIFIED (KI-Restaurierung, echtes Archivmaterial)",Videotitel 'Film mit KI restauriert',UNKNOWN,Leader-Nische (100-250K),nein,ja: Archiv-Lizenzgeschäft (chronos-media.de),chronos-media.de,"https://www.youtube.com/@chronoshistory/about ; NexLev faceless_outliers_videos (languages=german, isAiContent=true, Abruf 2026-09-26)",2026-09-26,"Kein reiner KI-Content: echte Archivfilme, KI nur zur Restaurierung – professionellster DE-Anbieter im Cluster."
DE,@TheoreticoYT / @theoretico5,https://www.youtube.com/@TheoreticoYT,YouTube + TikTok,KI-Geschichte/Zeitreise/POV,'Time-traveling skeleton' – animierte Geschichte,"EN-Content, Kanal-Land DE (deutscher Operator)",YT angelegt 2025-12-02,2025-12-06,VERIFIED / THIRD-PARTY OBSERVED,YT 179000; TikTok 117500,2026-09-26,VERIFIED (YouTube About; TikTok-Profil),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,YT 6; TikTok 92,VERIFIED,UNKNOWN,581500 (YT),THIRD-PARTY OBSERVED (NexLev),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"TikTok 5,1 Mio. Likes",VERIFIED,NexLev isAIContent=true; Format 'AI stories',UNKNOWN,"Mid/Leader (INT-Format, DE-Operator)",ja (<10 Monate),"ja: Patreon, eigene Website theoretico.io",patreon.com/cw/Theoretico ; theoretico.io ; instagram.com/theoreticoig ; tiktok.com/@theoretico5,https://www.youtube.com/@TheoreticoYT/about ; https://www.tiktok.com/@theoretico5 ; NexLev search_shorts_niche_finder_channels (Abruf 2026-09-26),2026-09-26,"Deutscher Betreiber wählt EN statt DE -> zeigt, dass DE-Operatoren den DE-Markt selbst meiden (Arbitrage-Lücke). IG-Follower nicht abrufbar."
DE,@nimixnimi,https://www.tiktok.com/@nimixnimi,TikTok,KI-Musik/Charaktere,"KI-Avatar-Artist 'Nimi' (Song 'ChatGPT', Label Baboo Artists)",DE,2025-06-07 (ESTIMATED),UNKNOWN,ESTIMATED (createTime im Profil-JSON),111400,2026-09-26,VERIFIED (öffentliches TikTok-Profil),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,42,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1.700.000 Likes gesamt,VERIFIED,Bio 'Realest AI Artist out there'; DWDL 18.09.2026,UNKNOWN,Mid (100-250K),ja (DWDL: viral Sept. 2026; DWDL nannte 21K+ – Abweichung),nein (sichtbar),Instagram 'Nimithegreatx'; Mail,https://www.tiktok.com/@nimixnimi ; https://www.dwdl.de/magazin/105105/was_aktuell_auf_instagram_und_tiktok_viral_geht/,2026-09-26,"Follower-Differenz DWDL (21.000+) vs. Profil heute (111.400) -> möglicher starker Zuwachs, aber Datum der DWDL-Zahl unklar -> Wachstum UNKNOWN."
DE,@bibi.unzensiert,https://www.tiktok.com/@bibi.unzensiert,TikTok,KI-Memes/Comedy (Parodie),KI-Parodie 'Bebe Blocksberg' mit Kraftausdrücken,DE,UNKNOWN,UNKNOWN,UNKNOWN,2586,2026-09-26,VERIFIED (öffentliches TikTok-Profil),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,10,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,37.300 Likes gesamt,VERIFIED,DWDL 18.09.2026 nennt Account als KI-Charakter-Parodie,UNKNOWN,Small (<5K),nein,nein (sichtbar),keine,https://www.tiktok.com/@bibi.unzensiert ; https://www.dwdl.de/magazin/105105/was_aktuell_auf_instagram_und_tiktok_viral_geht/,2026-09-26,Urheber-/Markenrechtsrisiko (Bibi Blocksberg). Beispiel schlechter/riskanter lokaler Ausführung.
DE,@pokestorys67,https://www.tiktok.com/@pokestorys67,TikTok,KI-Memes/Comedy (Parodie),'Daily Pokemon Beef' KI-Parodie,DE,2026-04-14 (ESTIMATED),UNKNOWN,ESTIMATED (createTime im Profil-JSON),14000,2026-09-26,VERIFIED (öffentliches TikTok-Profil),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,77,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,261.300 Likes gesamt,VERIFIED,DWDL 18.09.2026; Bio 'Der Content ist nur Parodie',UNKNOWN,Small (<25K),UNKNOWN,nein (sichtbar),keine,https://www.tiktok.com/@pokestorys67 ; https://www.dwdl.de/magazin/105105/was_aktuell_auf_instagram_und_tiktok_viral_geht/,2026-09-26,IP-Risiko (Pokémon).
DE,@tralala0070,https://www.tiktok.com/@tralala0070,TikTok,KI-Memes/Comedy (Parodie),'Harry Butter'-KI-Parodien,DE,2025-05-21 (ESTIMATED),UNKNOWN,ESTIMATED (createTime im Profil-JSON),15200,2026-09-26,VERIFIED (öffentliches TikTok-Profil),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,17,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,262.000 Likes gesamt,VERIFIED,Bio 'Folgt mir gerne für mehr KI Videos'; DWDL 18.09.2026,UNKNOWN,Small (<25K),ja (15K mit 17 Videos),nein (sichtbar),keine,https://www.tiktok.com/@tralala0070 ; https://www.dwdl.de/magazin/105105/was_aktuell_auf_instagram_und_tiktok_viral_geht/,2026-09-26,IP-Risiko (Harry Potter).
DE,@aikittendreams,https://www.instagram.com/aikittendreams/,Instagram,KI-Tiere,KI-Katzen-Szenen (Katze unter Wasser),unklar (kein Text; DE-Hashtags #künstlicheintelligenz #tiere),UNKNOWN,UNKNOWN,UNKNOWN,308000,2026-09-26,"THIRD-PARTY OBSERVED (Suchmaschinen-Snippet, Snapshot-Datum unbekannt)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DCg19kOi0fi/,38.5K,UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,Handle 'ai...'; Hashtags #ki #künstlicheintelligenz #neuralnetworks; Video-Artefakte,UNKNOWN,Leader-Kandidat (~300K),UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-tiere/ ; WebSearch-Snippet instagram.com/aikittendreams (2026-09-26) ; NexLev watch_instagram_video_and_ask (DCg19kOi0fi),2026-09-26,Follower 308K laut Suchmaschinen-Snippet (Datum unklar). TikTok-Pendant 23 Follower.
DE,@ki.quatsch,https://www.instagram.com/ki.quatsch/,Instagram,KI-Tiere / KI-Comedy,'Animalympics' – Tiere beim Turmspringen,DE (Texteinblendung),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DMNi4p2N6sS/,11.6K,UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,"Handle 'ki.'; Video: Pferd/Gorilla-Saltos, Artefakte",UNKNOWN,Small,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-tiere/ ; NexLev watch_instagram_video_and_ask (DMNi4p2N6sS),2026-09-26,"Format international etabliert (Animal Olympics), DE-Ausführung mit geringer Reichweite."
DE,@ki.videos.deutsch,https://www.instagram.com/ki.videos.deutsch/,Instagram,KI-Tiere / KI-Comedy,'Oma im Gorilla-Gehege',DE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DMdAwdVsAdZ/,"4,017",UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,Display-Name 'KI VIDEOS DEUTSCH'; sichtbares Veo-Wasserzeichen,Google Veo (Wasserzeichen),Small (Long-Tail),UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-tiere/ ; NexLev watch_instagram_video_and_ask (DMdAwdVsAdZ),2026-09-26,"Beispiel schlechter Ausführung: Veo-Wasserzeichen, Morphing, statische Menge. TikTok gleicher Handle: 1 Follower, 0 Videos."
DE,@alluniversum,https://www.instagram.com/alluniversum/,Instagram,KI-Tiere (Kinder),'KI Tiere' Animation für Kinder,DE (Caption),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DBuWzVXOa-s/,19.5K,UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,Caption 'KI Tiere #ki #kinder #fürkinder #animation',UNKNOWN,Small,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-tiere/,2026-09-26,Kinderzielgruppe – Plattform-/Jugendschutz-Sensibilität.
DE,@princess.and.chipp,https://www.instagram.com/princess.and.chipp/,Instagram,KI-Tiere,KI-Hasen auf Trampolin (mit Tierschutz-Disclaimer),DE (vermutl.),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DMs78lCKmMB/,"4,414",UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,Caption-Disclaimer (KI),UNKNOWN,Small (Long-Tail),UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-tiere/,2026-09-26,Kopie des globalen 'Bunnies on trampoline'-Trends.
DE,@zauberherzmomente,https://www.instagram.com/zauberherzmomente/,Instagram,KI-Tiere,'KI diesen Tieren Magie und Leben einhaucht',DE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DE2xp0PsCiK/,"1,351",UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,Caption nennt KI,UNKNOWN,Long-Tail (<5K Views),UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-tiere/,2026-09-26,
DE,@wildrose1975,https://www.instagram.com/wildrose1975/,Instagram,KI-Tiere,KI-Hunde-Clip (CapCut),DE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DQQVRlXCLPH/,"1,104",UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,Caption '#capcut #dogs #hunde #tiere #ki',CapCut (Caption),Long-Tail (<5K Views),UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-tiere/,2026-09-26,Hobby-Account.
DE,@claudia_hilker,https://www.instagram.com/claudia_hilker/,Instagram,KI-Tiere (Person/Expertin),'KI-KatzenParty' mit DJ-Katzen,DE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DOiWnzJCjF_/,"2,347",UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,Caption 'KI-KatzenParty',UNKNOWN,Long-Tail (Personen-Account),UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-katze/,2026-09-26,Personen-/Beraterinnen-Account nutzt KI-Tiere als Demo.
DE,@iam.hace,https://www.instagram.com/iam.hace/,Instagram,KI-Tiere / KI-Comedy,Mann skatet auf Katze (Grind),unklar (EN-Rap-Audio); gelistet auf DE-Themenseite 'ki katze',UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DXEk-4rM3UO/,835K,UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,"Caption laut Themenseite explizit KI; Video: Clipping, unmögliche Physik",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-katze/ ; NexLev watch_instagram_video_and_ask (DXEk-4rM3UO),2026-09-26,Vermutlich kein DE-Account – nur als Reichweiten-Referenz.
DE,@systemfreiexit,https://www.instagram.com/systemfreiexit/,Instagram,KI-Babys/Charaktere (DE-Humor),KI-Baby 'Typisch Deutschland',DE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DNgfjdsNYcf/,"2,554",UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,Hashtags #ki #kibaby #veo3,Google Veo 3 (Hashtag),Long-Tail (<5K Views),UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-baby/,2026-09-26,"DE-spezifischer Humor (Bürokratie-/Deutschland-Klischees) mit KI-Baby – Format existiert, schlecht skaliert."
