shortcode,url,handle,posted_at_utc,age_days,views,views_text,status_views,followers,followers_source,status_followers,vpf,tier,likes,comments,likes_per_view,comments_per_view,topic_index,topic_pct,topics,topic_groups,primary_group,location_any,status_codes,n_topics,post_year,post_hour_utc,post_weekday,meta_status,visual_status,media_type,followers_text,followers_at_fetch,posts_at_fetch,caption_len,caption_hashtags,caption_has_question,caption_emojis,caption_mentions,caption_link_hint,caption_comment_cta,caption_full,coder,room_primary,building_type,landscape,style_primary,style_secondary,palette_temp,brightness,lighting,view_through_window,people_present,cover_text,realism,production,production_evidence,shoppability,visual_quality,notable,caption_hook_category,caption_first_line,cta_type,location_claimed,price_claimed,ai_disclosed,account_kind_hint,language,rooms_visible,dominant_colors,materials,ambience_fx,cover_hooks,comments_per_like,views_per_day,adj_resid,adj_factor,location,location_from_topic,caption_len_bucket,hashtag_bucket,follower_bucket
DXcHeL0sMhu,https://www.instagram.com/reel/DXcHeL0sMhu/,adrian_thearchitect,2026-04-22T15:40:47.426000+00:00,155,1352.0,"1,352","VERIFIED (public topic page, rounded)",4000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.338,1_NORMAL,,,,,0.006230414746543779,0.08333333333333333,ai-render,ai,ai,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,15,Wed,ok,ok,reel,4K followers,4000.0,283.0,363,5,False,0,0,False,False,"From a simple 3D model to cinematic animations in seconds. The results are honestly not what I expected.  If you're working in architecture, you need to see this. Watch the full video for the full test.  AI tools • architectural animation • visualization • rendering • design workflow  #seedance2 #nanobanana2 #aiarchitecture #archvizlife #3dvisualizationmalaysia",cover-v2-embed,kitchen,none_visible,none,organic_modern,japandi,warm,bright,daylight,False,True,VizMaker | AI Video | 3D Model,aspirational_realistic,ai_generated,cover labels VizMaker / AI Video / 3D Model; caption describes 3D model turned into AI animation with #seedance2 #nanobanana2 #aiarchitecture,high,high,"Three stacked panels of the same wood-and-white kitchen - rendered, AI video with a woman and two running children, and bare 3D model - a workflow before/after that doubles as a tool demo.",curiosity,From a simple 3D model to cinematic animations in seconds. The results are honestly not what I expected.,none,,,True,designer_studio,en,kitchen;dining,beige;white;brown;gold,wood;natural_stone;glass;metal;fabric;plants,none,text_overlay;before_after_split;person,,8.72258064516129,-1.288374087487885,0.05147850340573758,,,151-400,4-10,<10k
DRPUXHdk05m,https://www.instagram.com/reel/DRPUXHdk05m/,bespoke_d.designers,2025-11-19T13:14:55.764000+00:00,309,1332.0,"1,332","VERIFIED (public topic page, rounded)",81000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.016444444444444446,1_NORMAL,,,,,0.003104895104895105,0.08333333333333333,cozy-bedroom-ideas,cozy_ambience,cozy_ambience,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2025,13,Wed,ok,ok,reel,81K followers,81000.0,1045.0,340,11,False,2,0,False,False,"Cozy is a feeling, not a budget. Here are 6 ideas to make your bedroom feel warmer, softer, and deeply yours. 🛏️✨ Save this for your next makeover!  #cozybedroomideas #bedroomdecorindia #interiordesignreels #interiortipsbydivya #bespokeddesigners #homeaesthetic #warmminimalism #indianhomes #roommakeoverideas #interiortips #viralreelsindia",cover-v2-embed,bedroom,none_visible,none,organic_modern,rustic_cozy,warm,medium,mixed,False,False,6 Ideas for a Cozy Bedroom,real_existing,real_footage,real camera footage with slight motion blur and a door frame in the foreground; lived-in textiles,high,medium,"Layered neutral bedroom (white upholstered bed, chunky knit throw, dark vintage rug, textured diptych) under a '6 Ideas' list-promise text hook; save-bait tips format.",contrarian,"Cozy is a feeling, not a budget.",save_share,,,False,designer_studio,en,bedroom,white;beige;black;brown,wood;fabric;metal,none,text_overlay;bed_focus,,4.310679611650485,-2.304783892263805,0.0049569679136622835,,,151-400,11-20,10k-100k
DTAdJiJCiJF,https://www.instagram.com/reel/DTAdJiJCiJF/,_spectrum_interiors,2026-01-02T11:45:53.899000+00:00,265,1286.0,"1,286","VERIFIED (public topic page, rounded)",,,UNKNOWN,,,,,,,0.061678657074340525,0.08333333333333333,rooftop-terrace,room_generic,room_generic,,ESTIMATED (caption only),1,2026,11,Fri,removed,no_cover,unknown,,,,0,0,False,0,0,False,False,,cover-v2-embed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8528301886792455,,,,,0,0,
DWOGaDnkSpK,https://www.instagram.com/reel/DWOGaDnkSpK/,gsokinawa,2026-03-23T08:30:43.624000+00:00,185,1209.0,"1,209","VERIFIED (public topic page, rounded)",2000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.6045,2_GOOD,24.0,,0.019851116625310174,,0.6248062015503876,0.4166666666666667,glass-house-in-forest,unusual_home,unusual_home,Other,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,8,Mon,ok,ok,reel,2K followers,2000.0,670.0,391,5,False,9,3,False,False,@gsokinawa ◀︎その他のお土産はこちら！  本部町のゴールドバレルをそのまま使用した、 素材そのままのパイナップルスムージー🍍  砂糖不使用なのに、驚くほどの甘さ!  体にも優しくて、ゴクゴク飲めちゃう一杯。 暑い沖縄で飲むと、もうこれ一択かも。  国際通りの食べ歩きのお供にぜひ🚶‍♂️✨  ⁡市場本通りから沖縄産直市場までの道のりも紹介してます✈︎  ーーーーーーーーーーーーーーーーー 【沖縄産直市場】市場本通り内 📍沖縄県那覇市松尾2-8-26 📞090-6864-6227 @gsokinawa  【琉球商店】平和通り商店街内 📍沖縄県那覇市牧志3丁目2-50 @ryukyushoten  【ギフトショッパーズ沖縄】国際通り 📍沖縄県那覇市牧志1-2-26 ーーーーーーーーーーーーーーーーー  #沖縄お土産 #沖縄産直市場 #沖縄観光 #琉球商店 #国際通り,cover-v2-embed,other,none_visible,none,other,,warm,bright,night_artificial,False,True,驚くほど甘い!,real_existing,real_footage,real phone footage of a smiling vendor at a market stall,low,medium,Off-topic food/souvenir clip: a smiling vendor holds out a pineapple smoothie behind two pineapples with a 'surprisingly sweet!' overlay; no interior content.,promotional,@gsokinawa ◀︎その他のお土産はこちら！,follow,"沖縄県那覇市 (Naha, Okinawa) - 国際通り / 市場本通り",,False,other,other,other,yellow;orange;brown;green,wood;glass;metal,none,text_overlay;person,,6.535135135135135,-0.09261267482271839,0.8079552832789045,Other,,151-400,4-10,<10k
CxOTM8PRAo2,https://www.instagram.com/reel/CxOTM8PRAo2/,dilmurod.explore,2023-09-15T19:00:56.951000+00:00,1105,1165.0,"1,165","VERIFIED (public topic page, rounded)",15000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.07766666666666666,1_NORMAL,,,,,0.33472202269788826,0.16666666666666666,surreal-architecture,fantasy_dream,fantasy_dream,Ibiza/Spain,ESTIMATED (AI-assisted coding of cover frame + caption),1,2023,19,Fri,ok,ok,reel,15K followers,15000.0,32.0,126,5,False,3,0,False,False,A canvas of surreal architecture & vibrant palettes 🎨 ☀️ 🥰 . . . . . . . #barcelona🇪🇸 #explore #explorepage #spain #travelgram,cover-v2-embed,exterior_facade,unusual_structure,none,other,,cool,bright,daylight,False,False,Barcelona,real_existing,real_footage,"phone footage of the real Sagrada Familia with construction crane and scaffolding visible, natural sky and foliage",low,medium,Low-angle shot of the Sagrada Familia spires framed by tree branches against a bright blue sky with a bold yellow 'Barcelona' title; a familiar travel view rather than a novel reveal.,descriptive,A canvas of surreal architecture & vibrant palettes 🎨 ☀️ 🥰,none,"Barcelona, Spain",,False,lifestyle_influencer,en,exterior_facade,blue;grey;green;white,natural_stone;plants,none,text_overlay;unusual_architecture;dramatic_scale,,1.0542986425339367,-0.6769867758082199,0.21038425004310307,Ibiza/Spain,,51-150,4-10,10k-100k
CaugCuuAghb,https://www.instagram.com/reel/CaugCuuAghb/,badboyfoodz,2022-03-05T15:06:46.965000+00:00,1664,1118.0,"1,118","VERIFIED (public topic page, rounded)",4000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.2795,1_NORMAL,27.0,,0.024150268336314847,,0.041951219512195125,0.08333333333333333,houses-on-malibu-beach,location,location,Los Angeles/California,ESTIMATED (AI-assisted coding of cover frame + caption),1,2022,15,Sat,ok,ok,reel,4K followers,4000.0,547.0,205,13,False,1,2,False,False,Nobu Malibu beach California 🏝 #malibu #malibubeach #california #cali #beachvibes #sunshine #blueskies #holidays #californiancoast #losangeles #nobumalibu #nobu #beachvibes @the_life_0f_rye @londongraffiti,cover-v2-embed,terrace_outdoor,none_visible,ocean_beach,other,,cool,bright,daylight,False,False,,real_existing,real_footage,"handheld phone shot of a real beach and pier from a terrace railing, natural daylight",low,medium,Plain phone shot along Malibu beach and pier from a terrace with succulents; pleasant but not scroll-stopping.,location,Nobu Malibu beach California 🏝 #malibu #malibubeach #california #cali #beachvibes #sunshine #blueskies #holidays #califo,none,"Nobu Malibu, California",,False,lifestyle_influencer,en,terrace_outdoor,blue;beige;green;black,wood;plants;water;natural_stone,ocean_waves,view_reveal,,0.671875,-1.1188302124026095,0.07606235849077776,Los Angeles/California,Los Angeles/California,151-400,11-20,<10k
DU_ipCmkiRi,https://www.instagram.com/reel/DU_ipCmkiRi/,renatuseducation,2026-02-20T20:17:26.310000+00:00,216,1117.0,"1,117","VERIFIED (public topic page, rounded)",2000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.5585,2_GOOD,46.0,7.0,0.04118173679498657,0.006266786034019696,0.010081227436823105,0.08333333333333333,real-estate,real_estate,real_estate,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,20,Fri,ok,ok,reel,2K followers,2000.0,771.0,70,3,False,0,0,False,False,Real estate prices aren't coming down… #renatus #realestate #investing,cover-v2-embed,exterior_facade,house,none,other,,cool,medium,overcast_rain,False,False,GONNA COME DOWN,aspirational_realistic,unclear,blue house raised on posts with oddly dripping/smeared supports and tarp; could be motion blur on real footage or AI artifacts,low,medium,"A suburban blue house hoisted high above a field on thin posts under an overcast sky, paired with a bold 'GONNA COME DOWN' subtitle as a visual pun on prices.",money,Real estate prices aren't coming down… #renatus #realestate #investing,none,,,False,real_estate,en,exterior_facade,blue;grey;green;white,wood,none,text_overlay;exterior_reveal;unusual_architecture,0.15217391304347827,5.171296296296297,-1.5695864074710661,0.02694099259540205,,,51-150,1-3,<10k
DU6_FmVCLYU,https://www.instagram.com/reel/DU6_FmVCLYU/,theroomedit007,2026-02-19T01:49:48.163000+00:00,217,1114.0,"1,114","VERIFIED (public topic page, rounded)",13000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.08569230769230769,1_NORMAL,13.0,,0.011669658886894075,,4.929203539823009,0.6363636363636364,house-on-cliff,unusual_home,unusual_home,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,1,Thu,ok,ok,reel,13K followers,13000.0,334.0,209,10,False,3,0,False,False,Building a literal dream house on the edge of the world! 🌊🏠✨ #Construction #ModernArchitecture #LuxuryLiving #CliffsideHouse #DreamHome #Transformation #HomeBuilding #OceanView #ArchitectureLovers #TheRoomEdit,cover-v2-embed,exterior_facade,villa,cliff,modern_luxury,mediterranean,neutral,bright,daylight,False,False,The Room Edit,aspirational_realistic,ai_generated,"likely AI: construction-transformation format from small theme account, overly clean aerial with odd central chute/stair geometry; not disclosed in caption",low,high,Drone view of a sprawling stone-and-glass cliff-top villa with a long infinity pool above rocky cliffs and open ocean behind.,aspirational,Building a literal dream house on the edge of the world! 🌊🏠✨ #Construction #ModernArchitecture #LuxuryLiving #CliffsideH,none,,,False,theme_page,en,exterior_facade;pool;terrace_outdoor;garden_landscape,blue;beige;green;grey,natural_stone;glass;wood;concrete;water;plants,none,exterior_reveal;pool;dramatic_scale,,5.1336405529953915,-0.6715874863273292,0.2130161414563759,,,151-400,4-10,10k-100k
DXrGY9iiEmi,https://www.instagram.com/reel/DXrGY9iiEmi/,evan_mawlood__ai,2026-04-28T11:19:56.830000+00:00,149,1041.0,"1,041","VERIFIED (public topic page, rounded)",2000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.5205,2_GOOD,36.0,,0.0345821325648415,,0.0063282674772036475,0.08333333333333333,futuristic-architecture,future_arch,future_arch,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,11,Tue,ok,ok,reel,2K followers,2000.0,33.0,155,5,False,1,0,False,False,تصاميم من المستقبل… بالذكاء الاصطناعي ✨ #ai #aiart #architecture #modernarchitecture #futuredesign futuristic design reels explore viral ذكاء_اصطناعي عمارة,cover-v2-embed,exterior_facade,unusual_structure,none,futuristic,traditional_regional,warm,medium,golden_hour,False,True,,stylized_dreamy,ai_generated,"caption says made with AI (بالذكاء الاصطناعي, #ai #aiart); handle ends in _ai",low,high,"Golden-hour megastructure of curved glass towers linked by sky bridges, with arabesque carved panels and fountains at the base.",fantasy,تصاميم من المستقبل… بالذكاء الاصطناعي ✨,none,,,True,ai_creator,ar,exterior_facade,beige;gold;blue;grey,natural_stone;glass;metal;water;plants,none,unusual_architecture;dramatic_scale;water_feature;exterior_reveal,,6.9865771812080535,-1.3952619310623484,0.04024742214376481,,,151-400,4-10,<10k
DOZsQadjONq,https://www.instagram.com/reel/DOZsQadjONq/,real_naples,2025-09-10T00:21:57.140000+00:00,379,1031.0,"1,031","VERIFIED (public topic page, rounded)",6000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.17183333333333334,1_NORMAL,16.0,,0.015518913676042677,,0.1345689486393004,0.08333333333333333,virtual-staging,ai,ai,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2025,0,Wed,ok,ok,reel,6K followers,6000.0,415.0,172,2,False,4,0,False,False,"Turning drywall into ""wow"" since 2018 🤩 🪄 Empty room ➡️ dream home. That's the magic of virtual staging ✨ Marketing matters — so does your agent. #VirtualStaging #SellSmart",cover-v2-embed,living_room,none_visible,none,minimalist,,neutral,bright,daylight,False,False,,real_existing,real_footage,real wide-angle footage of a white open-plan unit; caption says furniture is virtual staging (CG furniture composited),medium,medium,"Plain white open-plan living, dining and kitchen area with a virtually staged cream sofa and tufted dining chairs; generic listing look with little scroll-stopping power.",promotional,"Turning drywall into ""wow"" since 2018 🤩 🪄 Empty room ➡️ dream home. That's the magic of virtual staging ✨ Marketing matt",none,,,False,real_estate,en,living_room;dining;kitchen,white;grey;beige,fabric;wood;glass,none,none,,2.7203166226912927,-0.8734852228170567,0.13381807469443488,,,151-400,1-3,<10k
DZc4HntAtMm,https://www.instagram.com/reel/DZc4HntAtMm/,condokingaspen,2026-06-11T15:48:39.987000+00:00,105,946.0,946,"VERIFIED (public topic page, rounded)",6000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.15766666666666668,1_NORMAL,56.0,13.0,0.05919661733615222,0.013742071881606765,0.015508196721311476,0.08333333333333333,aspen,location,location,USA other,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,15,Thu,ok,ok,reel,6K followers,6000.0,468.0,548,3,False,2,0,False,True,"Your First Aspen Friend (With Benefits) 😉🏔️  Relax… I'm talking about insider knowledge.  Which condo buildings hold their value. Which ones buyers chase. Which HOAs are easy to work with—and which ones come with more drama than the après scene.  After more than 20 years selling Aspen real estate, I've learned that the right building can make all the difference.  Think of me as your Aspen starter kit: local connections, honest advice, and a condo that fits your lifestyle—not just your budget.  #AspenRealEstate #LivingAspenLife #CondoKingAspen",cover-v2-embed,terrace_outdoor,apartment,mountain,other,,neutral,bright,daylight,False,True,FRIEND WITH BENEFITS.,real_existing,real_footage,"talking-head phone video of a realtor on a real rooftop deck with ski lift and autumn aspens behind, burned-in subtitles",low,medium,Realtor talking-head on an Aspen rooftop deck uses a cheeky 'friend with benefits' subtitle hook against autumn mountains.,curiosity,Your First Aspen Friend (With Benefits) 😉🏔️,none,Aspen,,False,real_estate,en,terrace_outdoor,blue;green;brown;yellow,wood,none,text_overlay;person,0.23214285714285715,9.00952380952381,-1.084140340540874,0.08238718410719006,USA other,USA other,401-1000,1-3,<10k
CeeEPY8DU25,https://www.instagram.com/reel/CeeEPY8DU25/,icasis,2022-06-06T16:01:34.289000+00:00,1571,874.0,874,"VERIFIED (public topic page, rounded)",3000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.29133333333333333,1_NORMAL,109.0,,0.12471395881006865,,0.2511133457836518,0.08333333333333333,surreal-architecture,fantasy_dream,fantasy_dream,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2022,16,Mon,ok,ok,reel,3K followers,3000.0,47.0,317,11,False,0,1,False,False,USB-2 (2022) Universal Series Bust 2 (a.k.a. System Failure Boy)  An original 1/1 loop by Ivan Casis Jr. / 2160 x 2160px mp4  available on @superrare.co https://superrare.com/artwork-v2/usb-2-34994  #2d #animation #architecture #framebyframe #handdrawn #isometric #ivancasis #monochrome #surreal #axo_madness #z_share,cover-v2-embed,other,unusual_structure,none,other,,neutral,medium,mixed,False,False,Campbell's | 22,fantasy_impossible,unclear,"monochrome isometric line drawing; caption says hand-drawn frame-by-frame 2D animation (not AI, 3D render or footage)",low,high,"Dense black-and-white isometric drawing fusing a classical bust, a Campbell's can, a school bus, rowhouses and machinery into one surreal structure.",descriptive,USB-2 (2022),shop_product,,,False,other,en,other;stairs_hall,black;white;grey,,none,unusual_architecture,,0.5563335455124124,-0.474897524555267,0.3350444864030032,,,151-400,11-20,<10k
DPdYY9-kZGT,https://www.instagram.com/reel/DPdYY9-kZGT/,jayrealestate98,2025-10-06T07:16:42.838000+00:00,353,841.0,841,"VERIFIED (public topic page, rounded)",493.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",1.7058823529411764,2_GOOD,8.0,,0.009512485136741973,,0.21030257564391097,0.3333333333333333,ai-virtual-staging,ai,ai,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2025,7,Mon,ok,ok,reel,493 followers,493.0,72.0,720,14,True,4,1,False,False,"✨ Take your real estate videos to the next level! Experience our Luxury Service featuring Virtual Staging Video Effects and AI Day-to-Night transformations—no night clips needed! 🌇  Each effect has an extra charge per clip, but the stunning results are absolutely worth it—giving your listings that cinematic, high-end look that stands out online.  We also offer Basic, Deluxe, and Premium styles to fit your needs.  📩 Interested? DM us, email jayrealestate98@gmail.com, or visit 🌐 www.jayreservices.com  #realestatemarketing #luxurylisting #virtualstaging #daytonight #realestatevideo #propertyvideo #realestateagents #hometourvideo #aiediting #jayreservices #listingvideo #cinematichomes #realtormarketing #luxuryhomes",cover-v2-embed,living_room,house,none,organic_modern,,warm,bright,mixed,False,False,JAY RE Video Editing Services,fantasy_impossible,ai_generated,caption advertises AI editing and virtual staging video effects; glowing lava/lightning cracks and flames overlaid on a real listing living room,medium,medium,"Staged new-build living room with sectional, brick fireplace and fiddle-leaf fig overrun by glowing orange lightning/lava-crack VFX and a flame burst, watermarked as a video editing service demo.",promotional,✨ Take your real estate videos to the next level!,dm,,,True,other,en,living_room;kitchen,white;beige;orange;brown,wood;fabric;plants;glass;fire,none,none,,2.3824362606232294,-0.12498400587732661,0.7499218268162906,,,401-1000,11-20,<10k
DVGw1ZqklFn,https://www.instagram.com/reel/DVGw1ZqklFn/,_m2viz_,2026-02-23T15:36:08.622000+00:00,213,676.0,676,"VERIFIED (public topic page, rounded)",2000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.338,1_NORMAL,16.0,,0.023668639053254437,,1.3895169578622817,0.5833333333333334,impossible-architecture,fantasy_dream,fantasy_dream,Ibiza/Spain,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,15,Mon,ok,ok,reel,2K followers,2000.0,191.0,1061,5,True,5,0,False,True,"144 years later... the impossible is finally finished. ⛪️🇪🇸 Antoni Gaudí's Sagrada Família is arguably the most complex architectural project in human history. Started in 1882, it took over a century just to decode Gaudí's genius. Why? Because he didn't use traditional blueprints or straight lines—he used the complex geometry of nature (biomimicry). 🌳✨ If you are an architecture or design nerd and want to know exactly how they engineered this masterpiece, you need to watch these two documentaries: 1️⃣ Sagrada Família: The Mystery of Creation (2012) – This dives deep into the emotional, creative, and spiritual drive behind the builders who dedicated their lives to finishing it. 2️⃣ The 2022 French Documentary on Antoni Gaudí – This one is pure technical gold. It breaks down the mind-bending physics and modern 3D engineering required to actually build Gaudí's gravity-defying vision. 📐 👇 Have you ever visited the Sagrada Família in real life? Tell me in the comments! #SagradaFamilia #AntoniGaudi #ArchitectureLovers #DesignHistory #EngineeringMarvel",cover-v2-embed,exterior_facade,unusual_structure,none,other,,cool,bright,daylight,False,False,,real_existing,real_footage,"real camera footage of the Sagrada Família spires with a construction crane, netting and scaffolding",low,medium,"A crane lifts a piece toward a netted spire of the Sagrada Família against deep blue sky, a real 'finally finished' construction moment.",curiosity,144 years later... the impossible is finally finished. ⛪️🇪🇸,question_engagement,Sagrada Família (Spain),,False,other,en,exterior_facade,blue;beige;white;orange,natural_stone;metal;fabric,none,unusual_architecture;dramatic_scale,,3.1737089201877935,-0.14349047247712474,0.7186369236155965,Ibiza/Spain,,1000+,4-10,<10k
DMeWTk7xC5D,https://www.instagram.com/reel/DMeWTk7xC5D/,spacely.ai,2025-07-24T02:43:33.584000+00:00,427,662.0,662,"VERIFIED (public topic page, rounded)",2000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.331,1_NORMAL,7.0,,0.010574018126888218,,0.16554138534633658,0.25,ai-virtual-staging,ai,ai,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2025,2,Thu,ok,ok,reel,2K followers,2000.0,272.0,469,4,True,6,0,False,False,Transform empty spaces into buyer magnets with just a few clicks! 🏡✨  Spacely AI makes it effortless for real estate professionals to showcase properties at their full potential. Our AI-powered virtual staging helps you:  🎯 Auto-furnish any space instantly 👀 Visualize dream homes that sell themselves ⚡ Close deals faster with higher buyer engagement  Ready to revolutionize your listings? 👉 Get started at Spacely.ai  #spacelyai #interiordesign #aidesigntool #realtor,cover-v2-embed,living_room,apartment,none,other,,warm,bright,daylight,False,False,SPACELY AI / ✅ Sell faster ✅ List better / 🚀 Start with Spacely AI,aspirational_realistic,ai_generated,"caption: AI-powered virtual staging; top half an empty real-looking room, bottom half the same room AI-furnished",medium,medium,"Before/after split of an empty high-rise living room vs AI-staged version with brown sofas, rug and art, plus ad copy - a SaaS product demo rather than inspiration.",promotional,Transform empty spaces into buyer magnets with just a few clicks! 🏡✨,shop_product,,,True,brand_manufacturer,en,living_room,beige;brown;white;cream,fabric;wood;glass;plants,none,text_overlay;before_after_split;empty_room,,1.550351288056206,-0.5133652980176309,0.30664416279933604,,,401-1000,4-10,<10k
CgfLzrVKXSa,https://www.instagram.com/reel/CgfLzrVKXSa/,official.lvh,2022-07-26T19:29:43.299000+00:00,1521,627.0,627,"VERIFIED (public topic page, rounded)",12000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.05225,1_NORMAL,53.0,,0.08452950558213716,,0.012127659574468085,0.09090909090909091,luxury-homes-on-the-amalfi-coast,location,location,Lake Como/Italy,ESTIMATED (AI-assisted coding of cover frame + caption),1,2022,19,Tue,ok,ok,reel,12K followers,12000.0,1192.0,1015,29,False,0,1,True,False,"Italy's Amalfi Coast is nuzzled between the towns of Amalfi and Positano. Praiano – a lovely town perched on the rocky cliffs of this coast – offers vistas of unparalleled beauty and a leisurely pace of life.  Guests may stay at luxury villas offering the grandest ocean views, expansive living and dining spaces, gardens, terraces, swimming pools, hot tubs and more. Praiano offers guests a more laid-back, local feel with its many attractions, churches, amazing nightlife, and exclusive access to its less busy beach, Marina di Praia.  Check the link in bio and get a glance of Praiano dreams.  Credits to: @italy  #LVHofficial #LVHexperience #LVHhomes #lamalficoast #luxuryvilla #amalficoastitaly #exploreitaly #luxuryvacation #luxurytravel #travel #luxurylifestyle #travelgram #wanderlust #vacation #luxurylife #beautifuldestinations #traveltheworld #lifestyle #luxuryliving #luxurytraveller #luxuryhomes #traveling #traveladdict #paradise #lakecomovillas #positanoitaly #positano #visititaly #travelinspiration",cover-v2-embed,other,none_visible,ocean_beach,mediterranean,traditional_regional,warm,dark,blue_hour,False,False,,real_existing,real_footage,night drone footage of a real Amalfi Coast village with natural low-light grain; caption credits @italy,low,high,"Blue-hour drone shot of a lit-up Amalfi Coast village with an arched seafront, beach and moored boats beneath a dark mountain; destination shot, no villa shown.",location,Italy's Amalfi Coast is nuzzled between the towns of Amalfi and Positano. Praiano – a lovely town perched on the rocky c,link_in_bio,"Praiano, Amalfi Coast, Italy",,False,real_estate,en,other,blue;black;orange;white,natural_stone;plaster;water,city_lights,exterior_reveal,,0.41222879684418146,-1.6223017333992553,0.023861528870101734,Lake Como/Italy,Lake Como/Italy,1000+,21+,10k-100k
DYHDeEGq2PS,https://www.instagram.com/reel/DYHDeEGq2PS/,tmukulinteriorstyling,2026-05-09T07:53:09.862000+00:00,138,584.0,584,"VERIFIED (public topic page, rounded)",2000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.292,1_NORMAL,43.0,,0.07363013698630137,,0.0013988023952095808,0.08333333333333333,interior-styling,interior_generic,interior_generic,India,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,7,Sat,ok,ok,reel,2K followers,2000.0,733.0,520,5,False,0,0,False,False,"Interior styling isn't always about adding more. Sometimes, the real magic happens in what you choose to remove.  Editing a space. Rearranging the visual noise. Letting certain pieces breathe while others quietly step away. Because styling is not just decoration — it's intention.  Every cushion moved, every object removed, every corner refined… changes how a home feels.  Less clutter. More story. More soul.  #InteriorStyling #StyledWithIntent #InteriorStylist #HomeStyling #StylingProcess PuneStylist InteriorDetails",cover-v2-embed,dining,none_visible,none,neoclassical,,neutral,bright,daylight,False,True,,real_existing,real_footage,real camera footage of a woman speaking to camera in front of a styled built-in cabinet; natural skin and fabric detail,medium,medium,"Talking-head stylist in a mauve co-ord standing before grey panelled built-in shelving with fluted pilasters and sparse decor objects; low visual hook, relies on the presenter.",contrarian,Interior styling isn't always about adding more.,none,Pune,,False,designer_studio,en,dining,grey;white;pink;brown,wood;plants;metal,none,person,,4.231884057971015,-1.686271185416194,0.020593436009376867,India,,401-1000,4-10,<10k
DVl-qpzDfjP,https://www.instagram.com/reel/DVl-qpzDfjP/,nuspace.interiorss,2026-03-07T18:33:27.999000+00:00,201,554.0,554,"VERIFIED (public topic page, rounded)",,,UNKNOWN,,,,,,,2.9157894736842107,0.8333333333333334,dark-luxury-interior,style,style,,ESTIMATED (caption only),1,2026,18,Sat,removed,no_cover,unknown,,,,0,0,False,0,0,False,False,,cover-v2-embed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.756218905472637,,,,,0,0,
