channel,video_id,title,views,list,ch_index,hooks
Calm Creations,xyQMjwdRlhE,I Turned My Garage Into a Secret Underground Bunker,1200000,both,2.513089005235602,"['curiosity', 'transformation']"
Calm Creations,xBtGfeqZO2I,I Built a Secret Room Under My Skate Park,1100000,both,2.303664921465969,"['curiosity', 'transformation']"
Calm Creations,pzwwNMMwsZ8,I Built a Secret Room Under My Driveway,1000000,both,2.094240837696335,"['curiosity', 'transformation']"
Calm Creations,xeoYx3rWbLs,I Built a Hidden Room Under a Lazy River,950000,both,1.9895287958115184,"['curiosity', 'transformation']"
Calm Creations,RPRSDUTySsA,I Built a Secret Underwater Container Home,667000,both,1.3968586387434554,"['curiosity', 'transformation']"
Calm Creations,E1vUXLrCtGw,I Built a Secret Room in the Forest,666000,both,1.3947643979057591,"['curiosity', 'transformation']"
Calm Creations,SXOEp4eumG0,I Built a Secret Room Inside a Hill 🤯,576000,both,1.206282722513089,"['curiosity', 'transformation']"
Calm Creations,AEkh1y8OJDQ,I Built a Secret Room in the Mountains,565000,both,1.1832460732984293,"['curiosity', 'transformation']"
Calm Creations,NJY5hD5uBoE,I Built a Secret Wine Cellar Under a Vineyard,559000,both,1.1706806282722513,"['curiosity', 'transformation']"
Calm Creations,kA42tBniIXk,I Built a Secret Lounge Under My Football Pitch,523000,both,1.0952879581151833,"['curiosity', 'transformation']"
Calm Creations,NNqhWyauijk,I Built a Secret Room Under My Tennis Court,432000,both,0.9047120418848168,"['curiosity', 'transformation']"
Calm Creations,MGvgjCNamnk,I Built a Secret Room Under a Playground,372000,both,0.7790575916230367,"['curiosity', 'transformation']"
Calm Creations,D94mRvHkb80,I Built a Hidden Room Under My Backyard Helipad,363000,both,0.7602094240837697,"['curiosity', 'transformation']"
Calm Creations,-heIFDZX92Q,I Hid a Luxury Room Under My Go-Kart Track,333000,both,0.6973821989528796,['money_status']
Calm Creations,1l2CFjq86Ag,Turning a Giant Pringles Can Into a Luxury Room,309000,both,0.6471204188481675,['money_status']
Calm Creations,q28C90gy14E,I Built a Secret Room Under My Ranch,286000,both,0.5989528795811518,"['curiosity', 'transformation']"
Calm Creations,8dM8yFvC0IE,I Built a Secret Bunker Inside a Shipping Container by the Waterfall,262000,both,0.5486910994764398,"['curiosity', 'transformation']"
Calm Creations,tPVu-ArgqDA,I Turned a Horse Trailer Into a Tiny Guest House,252000,both,0.5277486910994764,['transformation']
Calm Creations,BNi1gSkMNUw,Building a Secret Underwater Container Room in a Frozen River,247000,both,0.5172774869109947,"['curiosity', 'transformation']"
Calm Creations,x5mU6VTGbow,I Built a Secret Bunker Under My Living Room,216000,both,0.4523560209424084,"['curiosity', 'transformation']"
Calm Creations,fU9XIzmE38w,I Hid a Secret Room Under My Football Field,206000,both,0.431413612565445,['curiosity']
Calm Creations,46vhyZHP1-w,Building a Secret Pub Inside a Cave,185000,both,0.387434554973822,"['curiosity', 'transformation']"
Calm Creations,2oaIrSLCaXM,I Turned a U-Haul Truck Into a Luxury Tiny Home,185000,both,0.387434554973822,"['transformation', 'money_status']"
Calm Creations,q6DdqOgYXbk,I Built a Secret Room Inside Hedges,182000,both,0.381151832460733,"['curiosity', 'transformation']"
Calm Creations,iFKngkMw_QI,From Empty Shed to Dream Sauna,175000,both,0.36649214659685864,"['transformation', 'fantasy_ai']"
Calm Creations,FLHFBJP_hrA,I Built a Secret Gym Inside a Giant Kettlebell,161000,both,0.33717277486910996,"['curiosity', 'transformation']"
Calm Creations,uGskw7Y0dhU,I Built an Underground Survival Bunker for My Cat,156000,both,0.3267015706806283,['transformation']
Calm Creations,ytNb-dEyOTo,I Built a Tiny Apartment Inside a Military Vehicle,150000,both,0.31413612565445026,['transformation']
Calm Creations,FDAdHn2KC_M,I Built a Secret Room Inside a Giant Vintage Radio,150000,both,0.31413612565445026,"['curiosity', 'transformation']"
Calm Creations,CgX8qD8z6Uo,I Turned a FedEx Delivery Van Into a Cozy Tiny House,132000,popular,0.2764397905759162,"['transformation', 'cozy_ambience']"
Calm Creations,03I0cFSMUYo,I Turned an Abandoned Ice Cream Truck Into a Tiny Home,121000,both,0.2534031413612565,['transformation']
Calm Creations,ruy0Bf919DA,I Built a Secret Room on a Cliff Edge,118000,both,0.24712041884816754,"['curiosity', 'transformation']"
Calm Creations,5DL9MrpgHTQ,I Built a Hidden Room Underground!,113000,popular,0.23664921465968586,"['curiosity', 'transformation']"
Calm Creations,i6-FIPpyBTU,I Turned an Old Camper Into a Tiny Guest House,110000,newest,0.23036649214659685,['transformation']
Calm Creations,ZWGUtkBYed0,I Built a Secret Bunker to Hide From My Wife,98000,newest,0.20523560209424083,"['curiosity', 'transformation']"
BuildFlow,10SmTJT6kds,Turning a giant strawberry into a tiny  house 🏡,24000000,both,774.1935483870968,['descriptive']
BuildFlow,CCqPQbyfSiA,Turning a giant lemon into tiny House 🍋,6100000,both,196.7741935483871,['descriptive']
BuildFlow,4j4Qoh2Yvj0,Building My Dream Container Home over a flowing river side 😀,4700000,both,151.61290322580646,"['transformation', 'fantasy_ai']"
BuildFlow,OOZX47gAa8E,Turning a giant papaya into a tiny room #satisfying #timelapse #asmr,4600000,both,148.38709677419354,['cozy_ambience']
BuildFlow,ACq6UhYbgVY,Turning a giant pomegranate into  luxury room #satisfying #timelapse #asmr,4400000,both,141.93548387096774,"['money_status', 'cozy_ambience']"
BuildFlow,yVURcmVWeYw,Turning a giant watermelon into a tiny house 🏠,4000000,both,129.03225806451613,['descriptive']
BuildFlow,fX_q44wUUlc,Turning a giant apple into a tiny house 🏡,3200000,both,103.2258064516129,['descriptive']
BuildFlow,i1Y_Xf3zUGo,turning a giant pomegranate into the lursxy room,1600000,both,51.61290322580645,['descriptive']
BuildFlow,MB7aBfutfEE,Turning a giant carrots into a tiny house 🏡 🥕,1300000,both,41.935483870967744,['descriptive']
BuildFlow,5RnUXshgQjk,Don't Throw Away old Glove's! Brilliant Diy concrete planter,662000,both,21.35483870967742,['descriptive']
BuildFlow,GcgAkzE8CrU,Turning a giant coconut into a tiny house 🥥,617000,both,19.903225806451612,['descriptive']
BuildFlow,9i4aN5-futw,I Built a secret pool for my neighbors..,592000,both,19.096774193548388,"['curiosity', 'transformation']"
BuildFlow,c94SrMluExM,I built a secret underground room inside of hills,526000,both,16.967741935483872,"['curiosity', 'transformation']"
BuildFlow,M0j3AsoVXjo,l built a hidden article ice cave room,160000,both,5.161290322580645,"['curiosity', 'transformation']"
BuildFlow,jKNQzxwcEmA,❄️ “Frozen to Fortune: Luxury Ice Cave Built by One Worker” 🕳️✨,55000,both,1.7741935483870968,"['transformation', 'money_status']"
BuildFlow,eC19Mg1xCMg,Ocean vs Love 💙💖 Split Epoxy Floor Transformation | Most Satisfying Luxury Living Room,45000,both,1.4516129032258065,"['choice', 'transformation', 'money_status']"
BuildFlow,I-B4C4lPryA,I built a secret room under my pond,43000,both,1.3870967741935485,"['curiosity', 'transformation']"
BuildFlow,92qZXzFwNuc,I built a secret room under my stake Park,41000,both,1.3225806451612903,"['curiosity', 'transformation']"
BuildFlow,Q4K7rAl-Fj8,100 gram bavdi #funny #viral,40000,both,1.2903225806451613,['descriptive']
BuildFlow,s9akv3uz474,This apple isn't Normal....it's perfect star⭐🍎,39000,both,1.2580645161290323,['descriptive']
BuildFlow,pYBwN90kWGo,“This Galaxy Floor Will Blow Your Mind 🤯🌌”,38000,both,1.2258064516129032,['curiosity']
BuildFlow,ACVF184B9nk,Baby funny 🤣 #lifeisbutadream #funny,35000,both,1.1290322580645162,['fantasy_ai']
BuildFlow,FQO_buaPua0,Insane Epoxy Floor + Aquarium Wall Transformation (Before to After),31000,both,1.0,"['curiosity', 'transformation']"
BuildFlow,I2REJhz538Y,Turning a giant muskmelon into a tiny house 🏠,30000,both,0.967741935483871,['descriptive']
BuildFlow,yHarbCJmp-w,I Built a Giant Phoenix Fire Pit 🔥 Watch It Rise at Night”,30000,both,0.967741935483871,['transformation']
BuildFlow,KlmE8yH7xHg,Giant Panda Garden Transformation 🐼✨,29000,both,0.9354838709677419,['transformation']
BuildFlow,xP96fxJfMMI,I built a secret room under my Park,28000,both,0.9032258064516129,"['curiosity', 'transformation']"
BuildFlow,9TdelZHiQGQ,Giant Turtle Koi Sanctuary 🐢,28000,both,0.9032258064516129,['descriptive']
BuildFlow,Nft1DGwS06c,Blue vs Pink Epoxy Floor Transformation 😱 Star vs Heart Living Room,26000,both,0.8387096774193549,"['choice', 'curiosity', 'transformation']"
BuildFlow,3dOOkE_NnXg,“Mesmerizing Metallic Epoxy Living Room with Built-In Aquarium”,26000,both,0.8387096774193549,['transformation']
BuildFlow,FYgofhpatUo,“Turning a Basic Living Room into a Cosmic Luxury Space 🚀”,24000,both,0.7741935483870968,['money_status']
BuildFlow,tSHsEN9oPNY,Funny 🤣🤣#funny #fyp #foryou,10000,both,0.3225806451612903,['descriptive']
BuildFlow,j3K0rt7f0Uo,Funny 😂🤣 #funny #fyp #foryou #viralvideo #baby,2700,both,0.08709677419354839,['descriptive']
BuildFlow,ggYp2MPGXxk,MrBeast x Joe Rogan Podcast #MrBeast #paidpartner,2300,both,0.07419354838709677,['descriptive']
BuildFlow,4B_kYl_33LE,"One person one dream, building a cozy off grid Roundhouse from scratch",2200,both,0.07096774193548387,"['transformation', 'fantasy_ai', 'cozy_ambience']"
BuildFlow,rYSROYe9ObI,MrBeast x Joe Rogan Podcast #MrBeast#paidpartner,1600,both,0.05161290322580645,['descriptive']
BuildFlow,vXar9LFuCMg,Mrbeastpodcast #mrbeast#paidpartner,1000,both,0.03225806451612903,['descriptive']
BuildFlow,3aSJTusSLtA,29 July 2026,892,both,0.028774193548387096,['descriptive']
BuildFlow,0CkYFHpLIPY,Mrbeast podcast#MrBeast#paidpartner,828,both,0.02670967741935484,['descriptive']
BuildFlow,snL0nGz-CvU,Mr beast podcast#MrBeast#paidpartner,755,both,0.024354838709677418,['descriptive']
BuildFlow,d4BZrsbpPd4,#mrbeast#vyro,661,both,0.02132258064516129,['descriptive']
BuildFlow,uRBnyiLg8ds,#mrbeast#vyro,660,both,0.02129032258064516,['descriptive']
BuildFlow,HzzeyHJ8nM8,MrBeast Drops a Plane Onto a House! 😱#mrbeast#vyro,586,both,0.018903225806451613,['curiosity']
BuildFlow,WQtAYaOxsoA,#mrbeast#vyro,555,both,0.017903225806451612,['descriptive']
BuildFlow,eQC6nWf0yH0,#podcast,423,both,0.013645161290322581,['descriptive']
Deck Haven,EZC6eXmJuz4,Three Kids. One Tiny Room. Endless Storage #shorts #interiordesign,6700000,both,194.20289855072463,['instructional']
Deck Haven,rz-B_0CIkbA,The Smartest Small Kids' Room I've Seen #shorts,2700000,both,78.26086956521739,['instructional']
Deck Haven,1byd3p5Hq0c,"4 Kids, 1 Room — This Layout Solved Everything #shorts",738000,popular,21.391304347826086,['descriptive']
Deck Haven,fB0iji2Dexo,From One Bed to Two Private Zones #shorts,311000,popular,9.014492753623188,['transformation']
Deck Haven,muf3HiOkvjA,This 12㎡ Room Feels Twice as Big 🤯 #shorts,204000,popular,5.913043478260869,['curiosity']
Deck Haven,EQZpxJvehHM,The Most Insane Kids’ Room Ever Built 🔥 #shorts,161000,popular,4.666666666666667,"['curiosity', 'transformation']"
Deck Haven,-9xfSOcDmAk,How Americans will Design Tiny Kid's Bedroom #shorts,118000,both,3.420289855072464,['question']
Deck Haven,o7K6qmmE5vk,"2 Kids, 1 Room, Perfect Layout #shorts",114000,popular,3.3043478260869565,['descriptive']
Deck Haven,GOkyP8wpjyY,This Brother & Sister Shared Bedroom Changes Everything #shorts,93000,both,2.6956521739130435,['descriptive']
Deck Haven,Bn9MRBMtbEo,We Removed Our Daughter’s Platform Bed… Look What We Built Instead #shorts,66000,both,1.9130434782608696,['transformation']
Deck Haven,ycTsDLCBpWU,This Tiny Kid's Bedroom Solves Everything #shorts,61000,both,1.7681159420289856,['descriptive']
Deck Haven,ES432xLhEbo,The Craziest Bedroom Setup for an Anime Gamer #shorts,61000,popular,1.7681159420289856,['descriptive']
Deck Haven,7-G8ORohcJY,This Layout Solves Small Bedroom Problems #shorts,51000,both,1.4782608695652173,['descriptive']
Deck Haven,s1nsjKens7M,Fix Your Bedroom Layout in 5 Steps #shorts,50000,popular,1.4492753623188406,['descriptive']
Deck Haven,69P1TGK6DgY,9㎡ Bedroom Don’t Put the Bed in the Middle #shorts,48000,popular,1.391304347826087,['descriptive']
Deck Haven,FvbjVOpaabU,Stop Designing Bedrooms Like This #shorts #interiordesign,47000,popular,1.3623188405797102,['descriptive']
Deck Haven,cRGP-fL8OLo,This Small Room Solved a Big Problem #shorts,47000,popular,1.3623188405797102,['descriptive']
Deck Haven,-Kd1gkIStYw,This Built-In Bedroom Changes Everything #shorts,42000,both,1.2173913043478262,['transformation']
Deck Haven,Ii5AVftLdn0,Future Kids Bedrooms Will Look Like This #shorts,41000,both,1.1884057971014492,['descriptive']
Deck Haven,9bsBUiMW0tA,"Two Kids, One Room — The Smartest Layout Ever #shorts",39000,popular,1.1304347826086956,['instructional']
Deck Haven,rGNaZMFvTNs,This Entryway Hack Creates 3X More Storage #shorts,39000,both,1.1304347826086956,['instructional']
Deck Haven,UiUdJnswsEI,Why don't Americans build kid's Bedroom like this 😳 #shorts,37000,both,1.0724637681159421,"['question', 'transformation']"
Deck Haven,QgLi2UtHpIY,This 6㎡ Bedroom Feels Huge #shorts,37000,popular,1.0724637681159421,['descriptive']
Deck Haven,8innhWCojj0,Small Bedroom ? Move Your Closet Here #shorts,37000,popular,1.0724637681159421,['question']
Deck Haven,JSsZWgi76C0,Our Twins Were Fighting Over Space… So I Got Rid of Both Beds #shorts,36000,both,1.0434782608695652,['descriptive']
Deck Haven,3lzmAaFEsrw,How to Fix a Cramped Bedroom Instantly #shorts,35000,popular,1.0144927536231885,"['question', 'instructional']"
Deck Haven,JzMRDwRGEP0,9㎡ Bedroom Turned Into a Functional Dream Space #shorts,34000,popular,0.9855072463768116,['fantasy_ai']
Deck Haven,nAPgjS4hgVM,"2 Kids, 1 Room… No Bunk Bed Needed #shorts",34000,popular,0.9855072463768116,['descriptive']
Deck Haven,PDv9AD8pZys,Why Is Everyone Still Buying Bedside Tables? #shorts,31000,both,0.8985507246376812,['question']
Deck Haven,Ewjoz_mfXiU,"Two Kids, One Room? Try This Genius Design #shorts #interiordesign #bedroom #kidsroom #creativehome",31000,popular,0.8985507246376812,"['question', 'curiosity']"
Deck Haven,9QJgCXXStDs,"2 Kids, 1 Room — No Bunk Bed Needed #shorts",30000,popular,0.8695652173913043,['descriptive']
Deck Haven,EFZpq67sCyM,No More Bunk Beds: The Best 3-Kid Bedroom Setup #shorts,30000,popular,0.8695652173913043,['descriptive']
Deck Haven,jdvMn94PAfs,No More Clutter — This Bedroom Design Changes Everything #shorts,30000,popular,0.8695652173913043,['descriptive']
Deck Haven,9I7Az9jd6r0,The Ultimate Space-Saving Bedroom Setup #shorts,30000,popular,0.8695652173913043,['descriptive']
Deck Haven,hihpNorSNFI,10 Kids. 1 Bedroom. Insane Space-Saving Design #shorts,29000,popular,0.8405797101449275,['curiosity']
Deck Haven,4Ztx5PNfYns,The Laundry Upgrade That Saves Your Back #shorts,29000,popular,0.8405797101449275,['descriptive']
Deck Haven,Paw_ev1RdnA,"Small Room, Luxury Feel, Genius Storage #shorts",28000,popular,0.8115942028985508,"['curiosity', 'money_status', 'instructional']"
Deck Haven,VjsE8cb1M5o,7 Genius Space-Saving Ideas for a Small Home #shorts,4800,newest,0.1391304347826087,"['curiosity', 'instructional']"
Deck Haven,nHrtVDuwM5c,Why Don’t People in the US Design Tiny Bedrooms Like This?#shorts #smallliving,26000,newest,0.7536231884057971,['question']
Deck Haven,wLyaRdGmaIE,Why Don’t People in the US Put Washing Machines Like This? #shorts,20000,newest,0.5797101449275363,['question']
Deck Haven,0U5J1mI_dRs,How to Give 2 Kids Their Own Space in One Bedroom #shorts,24000,newest,0.6956521739130435,"['question', 'instructional']"
Deck Haven,WupwxUx4Om0,Every gamer dreams of a bedroom like this... 🎮 #shorts,20000,newest,0.5797101449275363,['fantasy_ai']
Deck Haven,6JJ56A4MsEI,Stop Putting Your Bed Here in a Small Bedroom #shorts,16000,newest,0.463768115942029,['descriptive']
Deck Haven,_mKM4XdCyVg,Stop Putting Your Bed On The Floor #shorts,19000,newest,0.5507246376811594,['descriptive']
Deck Haven,grN4zjqra0k,How Americans Will Design Balconies In The Future #shorts,15000,newest,0.43478260869565216,['question']
Deck Haven,F8oJZy0MhX0,Stop Putting Your Washer On The Floor #shorts #interiordesign,8100,newest,0.23478260869565218,['descriptive']
Deck Haven,o10iRmkRzyU,How Americans Maximize Small Kids' Bedrooms #shorts #kidsroom #interiordesign,14000,newest,0.4057971014492754,['question']
Deck Haven,rgQbsQlb-0w,Every Bedroom Is Wasting These 9 Areas #shorts,6000,newest,0.17391304347826086,['descriptive']
Deck Haven,joVtmfMSUBo,The Master Bedroom Layout Mistake Everyone Makes #shorts,6200,newest,0.17971014492753623,['descriptive']
Deck Haven,17C4sLrpfq8,Stop Putting Your Bed In The Middle #shorts,26000,newest,0.7536231884057971,['descriptive']
Deck Haven,E6KrkDU9xv4,"How to Fit 8 Kids in One Bedroom Without Losing Your Mind ,#shorts",7300,newest,0.21159420289855072,"['question', 'curiosity', 'instructional']"
Deck Haven,oJsn1zNs36k,I Wish I Knew This Small Bedroom Hack Earlier #shorts,9000,newest,0.2608695652173913,['instructional']
Simple Vision,t3P14HN8vVg,Folding attic ladder project. Stairs hidden in a closet #interior #diningtabledesign #home,66000000,popular,227.1944922547332,['curiosity']
Simple Vision,Xi0N_TYABXM,Design of solid wood inverted folding bookshelf #furnituredesign #interiordesign #home #furniture,52000000,popular,179.00172117039588,['descriptive']
Simple Vision,Mjcbv9382bo,hidden staircase is very convenient #furnituredesign #interior #furniture #staircase,51000000,popular,175.5593803786575,['curiosity']
Simple Vision,AYr3KRLI3Eo,Convenient and beautiful hidden staircase #home #furnituredesign #staircase,37000000,popular,127.36660929432014,['curiosity']
Simple Vision,s090QlrnpMk,Smart Furniture Hidden Chairs and Expanding Table  #interiordesign #furniture #furnituredesign,33000000,popular,113.5972461273666,"['curiosity', 'instructional']"
Simple Vision,g4hqlcttK3U,Auto Close Premium Slide Door Latch Design,14000000,popular,48.19277108433735,['descriptive']
Simple Vision,z_LjV9g7rec,Folding Staircase to Hidden Room – Smart Home Design  #home #interiordesign,5900000,popular,20.309810671256454,"['curiosity', 'instructional']"
Simple Vision,je8yj7t6F8g,Home Office  DIY Concept Design  You Won't Believe This Desk Hides in a Cabinet! #furnituredesign,5200000,popular,17.900172117039588,['curiosity']
Simple Vision,XVvU-xw9tFQ,Folding ladder. Smart kitchen design #interiordesign #home #furnituredesign,4500000,both,15.49053356282272,['instructional']
Simple Vision,aExRYBAjSZg,Multifunctional sofa bed solid wood furniture #furnituredesign #home #furniture,3900000,popular,13.42512908777969,['descriptive']
Simple Vision,EQ81mFy1_A8,Folding attic ladder. Hidden space behind the stairs!  #interiordesign  #home #furnituredesign,3500000,both,12.048192771084338,['curiosity']
Simple Vision,WlTVUKnp9G8,Solid wood multifunctional tatami bench furniture design #interiordesign #home #furnituredesign,3000000,popular,10.327022375215146,['descriptive']
Simple Vision,5NsBepjYADo,The hidden staircase is quite handy  #interior #diningtabledesign #home,2800000,popular,9.63855421686747,['curiosity']
Simple Vision,OEf8E3lbTao,Hidden transformation of a bed into a chair and a desk #furniture #furnituredesign #funnyshorts,2000000,both,6.884681583476764,"['curiosity', 'transformation']"
Simple Vision,ciwtyr2MSh0,Staircase Gate Enclosure. Under the stairs #home #furnituredesign,1900000,both,6.540447504302926,['descriptive']
Simple Vision,pQ94b52XeOE,Folding attic ladder project Very convenient and beautiful  #diningtabledesign #interiordesign #home,1800000,popular,6.196213425129088,['descriptive']
Simple Vision,aUBFmEcxqfQ,folding dining table and chair  #furnituredesign #furniture,1700000,popular,5.851979345955249,['descriptive']
Simple Vision,Ktlr0fdlj7k,Space Saving Attic Stairs You’ll Actually Love! #home #furnituredesign #staircase,1700000,popular,5.851979345955249,['descriptive']
Simple Vision,GwQ9W4MCGZ0,Convenient and smart revolving cabinet in the kitchen  #home #furnituredesign #kitchen,1500000,popular,5.163511187607573,['instructional']
Simple Vision,QC9ihRu1-RA,Round transformable table with hidden curved chairs smart design #furnituredesign,1500000,popular,5.163511187607573,"['curiosity', 'transformation', 'instructional']"
Simple Vision,aM9tX3jmPAU,This table magically hides in your kitchen drawers! Minimalist furniture design,1300000,popular,4.475043029259897,['fantasy_ai']
Simple Vision,P4RSnm7WgTY,Transformable table. From coffee table to dining table  #interiordesign #furniture #furnituredesign,1300000,popular,4.475043029259897,['transformation']
Simple Vision,ZXM6QNPrMIM,Compact Cabinet Transforms Into Desk with Hidden Chair  DIY Design Concept,1200000,popular,4.130808950086059,"['curiosity', 'transformation']"
Simple Vision,8H_iEI9zT2w,Great solution for a small apartment  #interiordesign #diningtabledesign,901000,both,3.1015490533562824,['descriptive']
Simple Vision,99b5krrkL58,Slide Door Auto Lock   Premium Build  #doorhardware #wood #safetylock #woodworking #doorlock #tools,858000,popular,2.9535283993115318,['transformation']
Simple Vision,_j5Mxm8iJOo,Convenient and beautiful hidden staircase  #interiordesign #diningtabledesign,810000,popular,2.7882960413080893,['curiosity']
Simple Vision,uLZbp_QU9Jw,Heavy Duty Slide Door Auto Close Wooden Lock,733000,popular,2.523235800344234,['descriptive']
Simple Vision,Bm6J0HEnOSE,Convenient climbing ladder saves space #furniture #interiordesign,636000,popular,2.189328743545611,['descriptive']
Simple Vision,DpUUZKHz5ZI,"One door, two uses #home #design  #interiordesign  #furnituredesign",596000,popular,2.0516351118760756,['descriptive']
Simple Vision,HqXPlTFdcFw,Solid Wood Furniture Design Multifunctional Bed and Folding Ladder #interiordesign #furnituredesign,555000,both,1.910499139414802,['descriptive']
Simple Vision,97o0-wf1z1s,Folding ladder with a view of the closet #interior #diningtabledesign #home,546000,popular,1.8795180722891567,['descriptive']
Simple Vision,m8K980dKpy8,Retractable ladder on wheels convenient and fast | van de zip up #furniture  #interior,501000,popular,1.7246127366609294,['descriptive']
Simple Vision,BbywoAcrAzQ,Smart mini kitchen furniture with hidden chairs and an extendable table  #home #furnituredesign,406000,popular,1.3975903614457832,"['curiosity', 'instructional']"
Simple Vision,XG-81QpA7LE,Automatic Latching Door Lock Sliding Gate Latch #Shorts #GateLock #SlidingLatch,399000,popular,1.3734939759036144,['descriptive']
Simple Vision,cHXVJzhCW3U,Portable solid wood cross chair furniture design #furnituredesign,369000,popular,1.270223752151463,['descriptive']
Simple Vision,2OcijTn4I_o,Smart stool transformer #furniture #diningtabledesign,330000,popular,1.1359724612736661,"['transformation', 'instructional']"
Simple Vision,nu2kOjc8JTo,Convenient and beautiful hidden staircase | Shelves in the stairs  #interiordesign #furnituredesign,327000,both,1.125645438898451,['curiosity']
Simple Vision,dyy4lDu0QbA,Space Saving Goose Step Ladder Folding Attic Stair Design #interiordesign #home #furnituredesign,310000,both,1.0671256454388984,['descriptive']
Simple Vision,CINkU8_hAo4,Smart closet design with pull out hanger #home #diningtabledesign #furnituredesign #interior,307000,popular,1.0567986230636832,['instructional']
Simple Vision,F6IVWvQpluA,Glass Table Transforms from Round to Square   Sleek Convertible Furniture Design #furnituredesign,304000,popular,1.0464716006884682,['transformation']
Simple Vision,SVPG01C9C2w,This Wardrobe Turns Into A Full Bed! Solid Wood Furniture Design,301000,popular,1.036144578313253,['descriptive']
Simple Vision,NxIPOmEx5SI,Amazing 😱🔥 Room divider   Room Separator #shorts #interiordesign #furnituredesign,295000,popular,1.0154905335628228,['curiosity']
Simple Vision,bcc6kKNCw9U,Home Office. The closet transforms into an office  #interiordesign #furniture,294000,popular,1.0120481927710843,['transformation']
Simple Vision,Q3Gb9V6HVy4,2 in 1 Table — From Coffee to Dinner #interiordesign #furnituredesign #diningtabledesign,287000,popular,0.9879518072289156,['transformation']
Simple Vision,s9dKWb64qgI,Solid Wood Furniture Design #interior #furnituredesign,272000,popular,0.9363166953528399,['descriptive']
Simple Vision,GagDkaeTh3Q,Folding Attic Ladder Project. Stairs Hidden in a closet  #interior #home,272000,both,0.9363166953528399,['curiosity']
Simple Vision,dffZkWI0lKk,This Desk Turns Into a Bed in Seconds! Multifunctional Furniture Design #furnituredesign #furniture,271000,popular,0.9328743545611016,['descriptive']
Simple Vision,AVYbjYF9eX8,Smart Modern Furniture for Maximum Space! #furnituredesign #home,268000,both,0.9225473321858864,['instructional']
Simple Vision,oYFkol7HX9A,This Wardrobe Is Actually a Hidden Door 👀,3100,newest,0.010671256454388985,['curiosity']
Simple Vision,9kObm0YJi6Y,How can you make a small apartment more functional without making it bigger? 🏠✨,1600,newest,0.005507745266781412,['question']
Simple Vision,EjCyCoOyy_8,How It's Built: Modern Coat Rack 🔨,6600,newest,0.022719449225473323,"['question', 'transformation']"
Simple Vision,NqJxmf8cHqg,How This Space Saving Furniture System Actually Works,8700,newest,0.029948364888123923,['question']
Simple Vision,deseUVpP_NE,The Ultimate 4-in-1 Space Saver 📐 #shorts,4800,newest,0.016523235800344233,['descriptive']
Simple Vision,jBI8L29rEFQ,Smart Staircase Design: Empty Space Transformation,11000,newest,0.0378657487091222,"['transformation', 'instructional']"
Simple Vision,1rhy2J4xgto,20m² Apartment Transformation. Smart CGI Concept #Shorts,7200,newest,0.024784853700516352,"['transformation', 'instructional']"
Simple Vision,5aijpODInz4,Smart 2-in-1 Concept: Tiny Table Transformation! 📐🍽️ #shorts #spacesaving,8200,newest,0.028227194492254734,"['transformation', 'instructional']"
Simple Vision,fC52mLTMquE,Hidden Loft Ladder Concept | Smart Space-Saving Hack 🏠✨,15000,newest,0.05163511187607573,"['curiosity', 'instructional']"
Simple Vision,PVGMIimcTew,The most satisfying bar stool ever? 🥂 #shortsvideo,15000,newest,0.05163511187607573,['question']
Simple Vision,c5ZayjkY4QA,From a tiny cabinet to a full office! 💻 🪄 #shorts,19000,newest,0.06540447504302926,['transformation']
Simple Vision,ynBKp2O2h58,Roof Access 2.0: Is this the smartest way to the roof? 🪜 #shorts,17000,newest,0.058519793459552494,"['question', 'instructional']"
Simple Vision,qasws7-Fqn8,More than just a TV wall... 🪄 Hidden Staircase 2.0 #shorts,7900,newest,0.027194492254733218,['curiosity']
Simple Vision,CW12ZT-1LHM,20 sqm never felt so big. Smart Tiny Apartment Design 🏠✨,14000,newest,0.04819277108433735,['instructional']
Simple Vision,HrYmRI53mj0,Smart Studio: Transforming Hidden Staircase & Wardrobe System,11000,newest,0.0378657487091222,"['curiosity', 'transformation', 'instructional']"
Simple Vision,VsNh3iWwVLs,Hidden Space: The Ultimate Secret Staircase Transformation,17000,newest,0.058519793459552494,"['curiosity', 'transformation']"
Simple Vision,5GT96_q9lU0,Why this Hidden Staircase is so Convenient,55000,newest,0.18932874354561102,"['question', 'curiosity']"
Simple Vision,kkqhl9y_s08,Ultimate 3 in 1 Smart Bedroom Concept! 😱🏠 #shorts,40000,newest,0.13769363166953527,"['curiosity', 'instructional']"
Simple Vision,eTNZ64_F0XM,Hidden Folding Stairs Inside a Closet #smartspaces #interiordesign,31000,newest,0.10671256454388985,"['curiosity', 'instructional']"
Simple Vision,8w4wK1jb3Mo,Hidden Staircase Concept for Compact Spaces #shorts #SmartFurniture #home,20000,newest,0.06884681583476764,"['curiosity', 'instructional']"
Simple Vision,aqY7H22Lxsw,DIY: This Hidden Table is Genius! 🤯 | Space Saving Furniture,16000,newest,0.055077452667814115,['curiosity']
Simple Vision,Z-6z0o4WG_4,Hidden Under-Stair Cabinet Design idea: Light & Style ✨,18000,newest,0.06196213425129088,"['curiosity', 'instructional']"
Simple Vision,TksDevrFLls,This Smart Rotating Corner Cabinet Changes Kitchen Storage,25000,newest,0.08605851979345955,['instructional']
