shortcode,handle,views,views_text,topics,caption,url,source
DUbXaywiEol,ell.glamhome,8200000,8.2M,dream-bedroom;dream-room,When 🦋 meet 🌸 #bedroom #bedroomideas #bedroomdesign There is a tiny line between dreams,https://www.instagram.com/reel/DUbXaywiEol/,https://www.instagram.com/popular/dream-bedroom/
Coh1BTUD6jx,wayup_media,8200000,8.2M,luxury-real-estate,How much is this home is worth?? Architect: @azdarchitects #luxuryhomes #luxurylifestyle #realestate #cool #luxury #wealth #money,https://www.instagram.com/reel/Coh1BTUD6jx/,https://www.instagram.com/popular/luxury-real-estate/
DOHJ3rMgVna,luxurydreamhub,8200000,8.2M,luxury-kitchen-design,"Kitchen goals! ✨ This stunning, crystal-like island is a true work of art, blend",https://www.instagram.com/reel/DOHJ3rMgVna/,https://www.instagram.com/popular/luxury-kitchen-design/
DOvkVSNCDEW,soothenests,8100000,8.1M,ai-cozy-cabin,Snuggled Up & Storm Watching: The Perfect Cozy Cabin,https://www.instagram.com/reel/DOvkVSNCDEW/,https://www.instagram.com/popular/ai-cozy-cabin/
DYb16b-sSeI,lisaabue,8000000,8M,maldives-villa,*Anzeige wegen Markennennung Wait till you see my morning view. This is how I could wake up every single day 🥹😮‍💨,https://www.instagram.com/reel/DYb16b-sSeI/,https://www.instagram.com/popular/maldives-villa/
CXBhl3MhCSp,utahrealestatepaige,8000000,8M,real-estate,"I am going to make sure every buyer sees your home, market it perfectly, and get you the max price out of it. I can tell you exactly what will happen",https://www.instagram.com/reel/CXBhl3MhCSp/,https://www.instagram.com/popular/real-estate/
DIIVFFFR6zb,capsulecastle2025,8000000,8M,capsule-castle-luxury-space-capsule-houses,Do you like this kind of house?✨#mobilehomes #tinyhomedesign #tinyhousedesign #minimalistlifestyle #hoteldesign #tinyhomeliving #CapsuleCastle #capsul,https://www.instagram.com/reel/DIIVFFFR6zb/,https://www.instagram.com/popular/capsule-castle-luxury-space-capsule-houses/
Dcaa0dWt5M-,thecozyeditx,8000000,8M,cozy-room,Exactly where I want to be 🫠,https://www.instagram.com/reel/Dcaa0dWt5M-/,https://www.instagram.com/popular/cozy-room/
C0Z3E2dPZpN,ambitiouskitchen,7900000,7.9M,kitchen-inspiration,"when you're a food blogger + mama of 3, a super functional kitchen is EVERYTHING! I'm truly so so grateful for this space that I've been dreaming abou",https://www.instagram.com/reel/C0Z3E2dPZpN/,https://www.instagram.com/popular/kitchen-inspiration/
DLNhRhFykn0,tuesday_leroux,7800000,7.8M,mansion-tour,$48.6M Mansion! @fiduproperties @nazish8 . Content Director: @dayonlavetale . . . #mansion #luxury,https://www.instagram.com/reel/DLNhRhFykn0/,https://www.instagram.com/popular/mansion-tour/
C0ewp4eRrH8,ryanknoch,7800000,7.8M,modern-luxury-house-interiors,"🔥A masterful expression of desert modern living, this new architectural luxurious home with outstanding",https://www.instagram.com/reel/C0ewp4eRrH8/,https://www.instagram.com/popular/modern-luxury-house-interiors/
DL2VU8EOcNX,desertmidmod.atx,7700000,7.7M,outdoor-kitchen,One step away from finishing our weatherproof outdoor kitchen 🙌🏼 parts 1-3 are already live,https://www.instagram.com/reel/DL2VU8EOcNX/,https://www.instagram.com/popular/outdoor-kitchen/
CFzTn80qKjM,jordi.koalitic,7700000,7.7M,infinity-pools,Infinite pool ♾ Thanks @gloriette_guesthouse for the experience 💧 . In frame @puigbabeauty . #reels #dolomites #pool #video #jordikoa,https://www.instagram.com/reel/CFzTn80qKjM/,https://www.instagram.com/popular/infinity-pools/
DbDFrUEK-mt,eloisepreen,7600000,7.6M,mid-century-modern-living-room-ideas,god forbid I love to stay at home 🏡😌 #midcenturymodern #livingroominspo #interiordesign #apartmenttherapy #sade,https://www.instagram.com/reel/DbDFrUEK-mt/,https://www.instagram.com/popular/mid-century-modern-living-room-ideas/
DVFCfTjD8aF,erisa_mema,7500000,7.5M,architecture,Vintage architectural drawing #architecture #architecturestudent #architectureschool #art #architecturec,https://www.instagram.com/reel/DVFCfTjD8aF/,https://www.instagram.com/popular/architecture/
DQ20_hkCG1S,nouxri,7500000,7.5M,dubai-luxury,Imagine swimming with this view 😍 #dubai,https://www.instagram.com/reel/DQ20_hkCG1S/,https://www.instagram.com/popular/dubai-luxury/
DZpKRhivkRG,traveltomtom,7500000,7.5M,maldives-resort;maldives-villa,POV: Your villa has a private waterslide directly into the ocean! 🛝🌊 Welcome to our overwater villa in the Maldives,https://www.instagram.com/reel/DZpKRhivkRG/,https://www.instagram.com/popular/maldives-villa/
DayX9WPuh-V,oykuwear,7400000,7.4M,tulum,rekor satan tulumlarımıza yeni renkler ekleyip tüm stokları açtıkta bi bakınııız!😁🫵🏻 #tulum #ootd #ootdfashion #outfit #keşfet,https://www.instagram.com/reel/DayX9WPuh-V/,https://www.instagram.com/popular/tulum/
C3abe85I_vw,sireen.design,7400000,7.4M,ai-interior-design,"Interior design for living room 🤎✨ Software: 3D max , vray ,Photoshop #architecture",https://www.instagram.com/reel/C3abe85I_vw/,https://www.instagram.com/popular/ai-interior-design/
DVpiVHgkQVw,iambeccaluna,7300000,7.3M,cabin;house-in-forest,I cry thinking about this 🥹🥹 #cabininthewoods #cabin #dreamhome,https://www.instagram.com/reel/DVpiVHgkQVw/,https://www.instagram.com/popular/cabin/
Dain7u4qfku,mona.co98000,7300000,7.3M,monaco,#monaco #montecarlo,https://www.instagram.com/reel/Dain7u4qfku/,https://www.instagram.com/popular/monaco/
CwTBiWeK6uY,ki.render,7300000,7.3M,ai-interior-design;ai-interior-designer,"Living & kitchen area 🤎 . Visualization: @ki.render Software: 3dsMax, Corona Render Year: 2023",https://www.instagram.com/reel/CwTBiWeK6uY/,https://www.instagram.com/popular/ai-interior-design/
DVAOBuiEjci,almostlove21,7300000,7.3M,dream-room,My cozy room 😍 . #aestheticroom #roomtour #cozyroom,https://www.instagram.com/reel/DVAOBuiEjci/,https://www.instagram.com/popular/dream-room/
C24_SYQxzLT,astralserenity,7200000,7.2M,dream-bedroom;dream-bedrooms,Choose a bedroom 🌟 #reels #fyp #rain #snow #dark #mystery,https://www.instagram.com/reel/C24_SYQxzLT/,https://www.instagram.com/popular/dream-bedroom/
Dcnh66ERGzY,craftlab2050,7100000,7.1M,treehouse,Building an Epic Treehouse Cabin in the Jungle 🌲✨ #treehouse #woodworking #offgrid #diyprojects #architecture,https://www.instagram.com/reel/Dcnh66ERGzY/,https://www.instagram.com/popular/treehouse/
CliwGcVJ29F,positanese.tour,7000000,7M,amalfi-coast,✨The Amalfi Coast viewed from the sea is simply stunning✨ Book your exclusive private boat excursion with,https://www.instagram.com/reel/CliwGcVJ29F/,https://www.instagram.com/popular/amalfi-coast/
DLT6Q7IsIZp,shanwicki,7000000,7M,glamping-ideas,"Camping in style ☀️🏕️ leave ""link"" in the comments and I'll send you tent details and my glamping must",https://www.instagram.com/reel/DLT6Q7IsIZp/,https://www.instagram.com/popular/glamping-ideas/
DRj3cZ3jQj7,11.asiya.11,6900000,6.9M,dream-life,Добро пожаловать ко мне в блог 🌸 Подпишись 🥹🤌🏼 @11.asiya.11,https://www.instagram.com/reel/DRj3cZ3jQj7/,https://www.instagram.com/popular/dream-life/
DNFJflNzAYj,kerala_architectures,6900000,6.9M,tropical-house-architecture-styles,🏡 Tropical Modern Bliss in the Heart of Kerala 🌴✨ This stunning 4BHK home is a perfect blend of minimal design and Kerala's lush charm. Surrounded by,https://www.instagram.com/reel/DNFJflNzAYj/,https://www.instagram.com/popular/tropical-house-architecture-styles/
DG-dfDMMxzF,sunt_mrr,6800000,6.8M,cliff-house,Villa in the rock with a dream view . . . . . . . . . . . . . #midjourney,https://www.instagram.com/reel/DG-dfDMMxzF/,https://www.instagram.com/popular/cliff-house/
DW0xoVpj7No,simplevision_andro,6800000,6.8M,modern-architecture,Hidden Staircase Concept Hidden staircase is very convenient — but it's more than just a fun,https://www.instagram.com/reel/DW0xoVpj7No/,https://www.instagram.com/popular/modern-architecture/
C20JhAHLOGJ,lovedwellstudio,6700000,6.7M,ai-home-design,Give me all the neutrals 🤩 AI Design by @lovedwellstudio #Moodboard #Interiordesigninspo,https://www.instagram.com/reel/C20JhAHLOGJ/,https://www.instagram.com/popular/ai-home-design/
DF54R4vKbJu,binas_home,6700000,6.7M,luxury-bathroom-design;luxury-bathroom-interior-design-inspiration;quiet-luxury-bathroom,"Always WOW ✨ Jedes Mal, wenn ich dieses Badezimmer betrete, ist es wieder ein WOW-Moment! Egal, wi",https://www.instagram.com/reel/DF54R4vKbJu/,https://www.instagram.com/popular/luxury-bathroom-interior-design-inspiration/
C_xQgjiyYzp,luxurypropertyvlogs,6700000,6.7M,luxury-home-theater-ideas,Share with your friends ❤️ . Home theatre design for your house✨,https://www.instagram.com/reel/C_xQgjiyYzp/,https://www.instagram.com/popular/luxury-home-theater-ideas/
ChlPcTGjdAh,journey.more,6700000,6.7M,a-frame-modern-cabins,The A-Frame at Evergreen Cabins is incredible!😍 Would you stay here and use that slide out bed? - Link in our BIO to book this,https://www.instagram.com/reel/ChlPcTGjdAh/,https://www.instagram.com/popular/a-frame-modern-cabins/
DW8_CcQESn8,visionbuildofficial,6600000,6.6M,modern-architecture,The Craziest Snake Tower Ever Built in the USA 🐍🏙️ #ConstructionUSA #SkyscraperBuild #Timel,https://www.instagram.com/reel/DW8_CcQESn8/,https://www.instagram.com/popular/modern-architecture/
DNkc9c-sjx4,syifa_in_switzerland,6600000,6.6M,swiss-chalet,SWITZERLAND PARADISE🇨🇭🇨🇭 #syifainswitzerland #swiss #swiss🇨🇭 #switzerland🇨🇭 #switzerland #schweiz #schweizeralpen,https://www.instagram.com/reel/DNkc9c-sjx4/,https://www.instagram.com/popular/swiss-chalet/
C3khRTYoTcD,stayvista_official,6500000,6.5M,infinity-pools,"Dive into luxury at our breathtaking infinity pool villa🌅🌟 Sunset on the Lake,Igatpuri 📍 5 Bedrooms🛏️ | 6 Baths🛁| 20 guests max 👥 This serene getawa",https://www.instagram.com/reel/C3khRTYoTcD/,https://www.instagram.com/popular/infinity-pools/
C9FRKpjOSoi,girardteam,6300000,6.3M,home-theater,𝐄𝐏𝐈𝐂 𝐇𝐨𝐦𝐞 𝐓𝐡𝐞𝐚𝐭𝐫𝐞 🎥 𝘛𝘢𝘨 𝘢 𝘧𝘳𝘪𝘦𝘯𝘥 𝘺𝘰𝘶'𝘥 𝘭𝘰𝘷𝘦 𝘵𝘰 𝘸𝘢𝘵𝘤𝘩 𝘺𝘰𝘶𝘳 𝘧𝘢𝘷𝘰𝘶𝘳𝘪𝘵𝘦 𝘮𝘰𝘷𝘪𝘦 𝘸𝘪𝘵𝘩 — 𝘸𝘩𝘢𝘵,https://www.instagram.com/reel/C9FRKpjOSoi/,https://www.instagram.com/popular/home-theater/
DORUMUqkc2W,cosyacademia,6300000,6.3M,cozy-rain,who else feels happiest when the weather is moody and stormy? ⛈️ all my fellow rainy day lovers belong here 🫶🏻 There's just something about those rain,https://www.instagram.com/reel/DORUMUqkc2W/,https://www.instagram.com/popular/cozy-rain/
C9HhYw3MmE_,inside_142,6200000,6.2M,dream-kitchens;kitchen-design;kitchen-inspiration;modern-kitchen;organic-modern-kitchen-designs,Adding fruit = adding colour right? 🍌 🍑 For all of the haters I've had over the years about my kitch,https://www.instagram.com/reel/C9HhYw3MmE_/,https://www.instagram.com/popular/modern-kitchen/
DUwE2j9kger,bbqislandsanddesigns,6200000,6.2M,outdoor-kitchen;outdoor-living,"One of our most popular layouts for a reason 😍 Functional, stylish, and made to last.",https://www.instagram.com/reel/DUwE2j9kger/,https://www.instagram.com/popular/outdoor-kitchen/
DbCLhflMhzB,smallcountryhome,6200000,6.2M,home-decor,this feeling needs to be studied 🙂‍↕️ #home #homedecor #cottage #nostalgia,https://www.instagram.com/reel/DbCLhflMhzB/,https://www.instagram.com/popular/home-decor/
CvKzsAuN3pS,mollybowenco,6200000,6.2M,luxury-bathroom-design;quiet-luxury-bathroom,Dream bathroom essentials… Soaking tub 🛀 Swoon-worthy tile 🤩 Mood lighting 💡 Follow @mollybowenco for more renovations and design inspo Floor & Wall T,https://www.instagram.com/reel/CvKzsAuN3pS/,https://www.instagram.com/popular/quiet-luxury-bathroom/
DKlpwIsBsfB,majestic_manors_assam,6200000,6.2M,dream-house-design,🚨 Everyone thought we spent over a crore... until we told them it was just ₹48 Lakhs. This 2700 sq.ft modern-luxury home isn't a rich man's dream — it,https://www.instagram.com/reel/DKlpwIsBsfB/,https://www.instagram.com/popular/dream-house-design/
Cp8I_tjjOng,zeynepshome,6100000,6.1M,minimalist-interior,Sunny day ☀️☀️ Wishing you all a fantastichen evening lovelies 😘😘😘 _______________ Das wird wohl Heute ein Son,https://www.instagram.com/reel/Cp8I_tjjOng/,https://www.instagram.com/popular/minimalist-interior/
DdDJWU_zC1F,homemaking55,6100000,6.1M,treehouse,Treehouses village strong winds blowing #treehouse #treetophouse,https://www.instagram.com/reel/DdDJWU_zC1F/,https://www.instagram.com/popular/treehouse/
DPik9aHAdpr,arunashokanphotography,6100000,6.1M,biophilic-bedroom-design,Home 🌟 11:11,https://www.instagram.com/reel/DPik9aHAdpr/,https://www.instagram.com/popular/biophilic-bedroom-design/
DXMw4QLjB35,lena_nichi_art,6000000,6M,ai-cozy-cabin,Would you dare spend the night here? Send this to the one you'd take with you. And save it,https://www.instagram.com/reel/DXMw4QLjB35/,https://www.instagram.com/popular/ai-cozy-cabin/
DEZr68gOpD0,stylarc,6000000,6M,luxury-real-estate-mansion-exterior,We take your home to the 5th dimension. #getSTYLd • Take a walk through the most luxurious home,https://www.instagram.com/reel/DEZr68gOpD0/,https://www.instagram.com/popular/luxury-real-estate-mansion-exterior/
DZqhf_pAUW6,relaxationreflections_,6000000,6M,rain-cozy,Still awake? Maybe tonight isn't asking you to figure everything out. 🌧️🌙 Maybe tonight is simply asking you to listen to the rain and let your mind r,https://www.instagram.com/reel/DZqhf_pAUW6/,https://www.instagram.com/popular/rain-cozy/
DbaX2stoUyc,belinomebel,5900000,5.9M,modern-kitchen,#luxurylifestyle #modernkitchen #modernkitchendesign #bestkitchen,https://www.instagram.com/reel/DbaX2stoUyc/,https://www.instagram.com/popular/modern-kitchen/
DDR89qOo08t,soothenests,5800000,5.8M,dream-bedroom,Euphoria Awaits: Snowflakes and Serenity in My Cozy Bedroom #cozybedroom #luxuryapartment,https://www.instagram.com/reel/DDR89qOo08t/,https://www.instagram.com/popular/dream-bedroom/
DBvoA6IIZqo,theluxuryhomeshow,5800000,5.8M,miami-mansion,"What $48,000,000 Buys You in Fort Lauderdale, Florida 🇺🇸 Full episode coming to our Y",https://www.instagram.com/reel/DBvoA6IIZqo/,https://www.instagram.com/popular/miami-mansion/
C8ry_2ENAqh,leylaa__asgarii,5800000,5.8M,ai-interior-designer,Interior design of the residential project Architects: @leylaa__asgarii @mohsen.hamzelouie Visualization: @leylaa__asgarii @mohsen.hamzelouie Location,https://www.instagram.com/reel/C8ry_2ENAqh/,https://www.instagram.com/popular/ai-interior-designer/
DBzntoio6aS,divaa.finds,5800000,5.8M,dream-bedroom-decor-ideas,"✨ Welcome to My Dreamy Bedroom! ✨ Here's how I've transformed my space into a cozy, stylish sanctuary: 🌸 Elegant Decor: Soft colors and chic wall art",https://www.instagram.com/reel/DBzntoio6aS/,https://www.instagram.com/popular/dream-bedroom-decor-ideas/
DAgLUmnMdK6,tiffany_design_studio,5800000,5.8M,dreamy-walk-in-closet-designs-ideas,Adding a walk-in closet to a bedroom? Wait for it ⤴️💎✨ • • • #tiffanydesignstudio,https://www.instagram.com/reel/DAgLUmnMdK6/,https://www.instagram.com/popular/dreamy-walk-in-closet-designs-ideas/
DWRoMsiDMrX,archstudent.marteen,5700000,5.7M,architecture,first year is almost done I can't believe it #architecture #architecturestudent #firstyeararchitectur,https://www.instagram.com/reel/DWRoMsiDMrX/,https://www.instagram.com/popular/architecture/
DNSvzxDyaHq,survival.stuffs,5700000,5.7M,house-in-the-forest,Building a Survival Tower in the middle of nowhere - PART 1!🪵🪓🏘️ #bushcraft,https://www.instagram.com/reel/DNSvzxDyaHq/,https://www.instagram.com/popular/house-in-the-forest/
DcBo39hzatO,enteheaven,5700000,5.7M,room-makeover,My heaven🥹🤌🏻 #pinterestyfinds #pinterestyroom #roommakover,https://www.instagram.com/reel/DcBo39hzatO/,https://www.instagram.com/popular/room-makeover/
C6_JZ_3CBEw,sala.khaoyai,5700000,5.7M,infinity-pools,Swimming with the clouds. That's the sensation in our infinity pool. Experience the ultimate relaxation and serenity with breathtaking views from abov,https://www.instagram.com/reel/C6_JZ_3CBEw/,https://www.instagram.com/popular/infinity-pools/
DZMA3SHRsy-,capsulecastle004,5700000,5.7M,capsule-castle-luxury-space-capsule-houses,This house is so flexible .#capsulecastle #resort #vacationrental #stay #getaway Website:www.capsulecastle.com WhatsApp link： wa.me/8619011518978 What,https://www.instagram.com/reel/DZMA3SHRsy-/,https://www.instagram.com/popular/capsule-castle-luxury-space-capsule-houses/
DNisARex_K2,theimagehs,5600000,5.6M,midjourney-architecture,"Unlikely future part 3 Tools; @midjourney, @magnific_ai, @hailuoai_official, @topazlabs #freepikai #freepik #scifi #midjourneyart #midjourney #space #",https://www.instagram.com/reel/DNisARex_K2/,https://www.instagram.com/popular/midjourney-architecture/
